game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,5,RGBY,1B2W,LLM,132,YOBG,1B1W,VOI,24,RRYG,1B2W,VOI,3,YRGY,1B1W,VOI,1,GRBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,2,RGBO,3B0W,LLM,20,RGBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,5,RRRR,0B0W,LLM,625,BGGO,1B0W,VOI,70,YWGY,0B3W,VOI,3,WYYO,2B1W,VOI,1,BYYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,4,RRGG,0B1W,LLM,256,WGYW,1B2W,VOI,18,YGWB,2B2W,VOI,1,BGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
5,BROG,True,3,RGBY,0B3W,LLM,136,GWYB,0B2W,VOI,28,BROG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,5,RGYO,1B1W,LLM,252,YGWB,2B1W,VOI,10,WGRB,1B1W,VOI,4,YGGW,1B3W,VOI,1,GGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,5,RRRG,1B0W,LLM,317,RYBO,1B1W,VOI,45,YGBG,0B0W,VOI,11,WRWO,0B4W,VOI,1,RWOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,5,RGBY,1B1W,LLM,252,YGGW,1B1W,VOI,42,WGOB,2B0W,VOI,3,GGOR,2B0W,VOI,2,WGRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,5,RGYB,1B0W,LLM,108,RWOW,1B2W,VOI,7,WWYO,1B1W,VOI,2,RRWO,3B0W,VOI,1,ROWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
10,WYYY,True,5,ROYG,1B0W,LLM,108,BYYW,2B1W,VOI,6,BBYY,2B0W,VOI,2,WBYW,2B0W,VOI,1,WYYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
