game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
1,PHOTO,True,4,STILL,-Y---,5,5,LLM,TETRA,Y----,5,5,CSS,COUNT,-Y--Y,5.0,5.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PARTY,True,6,AVOID,Y----,5,5,LLM,CRATE,-YYG-,4,4,CSS,MARTA,-GGG-,2.0,2.0,LLM,BARTH,-GGG-,2.0,2.0,CSS,PARTS,GGGG-,1.0,1.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TRICK,True,4,NOTCH,--YG-,4,4,LLM,REACT,Y--GY,4,4,CSS,TRUCK,GG-GG,1.0,1.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,DIRTY,True,5,ABOUT,----Y,5,5,LLM,TRICK,YYY--,5,5,CSS,LITRE,-GYY-,4.0,4.0,LLM,MIRTH,-GGG-,2.0,2.0,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,USUAL,True,4,COWER,-----,5,5,LLM,PANTS,-Y--Y,5,5,CSS,ASSAY,-G-G-,3.0,3.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TRULY,True,5,ABOUT,---YY,5,5,LLM,TRUCK,GGG--,2,2,CSS,TRUTH,GGG--,2.0,2.0,LLM,TRUDY,GGG-G,1.0,1.0,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SPENT,True,3,THERE,Y-G--,4,4,LLM,AGENT,--GGG,2,2,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,PAUSE,True,4,WATER,-G-Y-,4,4,LLM,LANGE,-G--G,3,3,CSS,MAUDE,-GG-G,2.0,2.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CRAZY,True,6,ALERT,Y--Y-,5,5,LLM,SARAN,-YY--,5,4,CSS,CRAIG,GGG--,2.0,2.0,LLM,CRACK,GGG--,2.0,2.0,CSS,CRAMP,GGG--,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BASES,True,3,STATE,Y-Y-Y,5,4,LLM,LASER,-GGG-,2,2,CSS,BASES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,YOUNG,True,4,THERE,-----,5,5,LLM,ISLAM,-----,5,5,CSS,FOUND,-GGG-,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,MEANS,True,5,AVOID,Y----,5,5,LLM,PARTY,-Y---,5,5,CSS,KHANS,--GGG,2.0,2.0,LLM,LEANS,-GGGG,1.0,1.0,CSS,MEANS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,TRUTH,True,2,STATE,-Y-G-,4,4,LLM,TRUTH,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,FIRED,True,3,OTHER,---GY,4,4,LLM,ACRES,--GG-,3,3,CSS,FIRED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,FOLKS,True,4,THERE,-----,5,5,LLM,DUCKS,---GG,3,3,CSS,BOOKS,-G-GG,2.0,2.0,LLM,FOLKS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CHILE,True,5,BEING,-YG--,4,4,LLM,ARIES,--GY-,4,4,CSS,ELITE,-YG-G,3.0,3.0,LLM,WHILE,-GGGG,1.0,1.0,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,BLACK,True,3,FOCUS,--Y--,5,5,LLM,CHILE,Y--Y-,5,5,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GRANT,True,3,THING,Y--GY,4,4,LLM,AGENT,YY-GG,3,3,CSS,GRANT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,MEALS,True,4,SOMEH,Y-YY-,5,5,LLM,MEANS,GGG-G,1,1,CSS,MEATS,GGG-G,1.0,1.0,LLM,MEALS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,CREAM,True,4,FOCUS,--Y--,5,5,LLM,BLACK,--YY-,5,5,CSS,CARED,GYYY-,4.0,3.0,LLM,CREAM,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,AWAKE,True,3,LEARN,-YG--,4,4,LLM,AGATE,G-G-G,2,2,CSS,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,OCCUR,True,5,ALARM,---Y-,5,5,LLM,HIRED,--Y--,5,5,CSS,PROOF,-YY--,5.0,5.0,LLM,ROBYN,YY---,5.0,5.0,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,YEARS,False,6,PLACE,--G-Y,4,4,LLM,MEANS,-GG-G,2,2,CSS,HEARS,-GGGG,1.0,1.0,LLM,REARS,-GGGG,1.0,1.0,CSS,BEARS,-GGGG,1.0,1.0,LLM,SEARS,-GGGG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,GRADE,True,6,STILL,-----,5,5,LLM,RAMBO,YY---,5,4,CSS,AGREE,YYY-G,4.0,3.0,LLM,GRAVE,GGG-G,1.0,1.0,CSS,GRACE,GGG-G,1.0,1.0,LLM,GRADE,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,CHILL,True,4,LATER,Y----,5,5,LLM,FOLKS,--Y--,5,5,CSS,CHILD,GGGG-,1.0,1.0,LLM,CHILL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,FLOOD,True,5,BEING,-----,5,5,LLM,PRAYS,-----,5,5,CSS,MUCHO,----Y,5.0,5.0,LLM,LOLOL,YY-G-,4.0,3.0,CSS,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,APPLY,True,4,ABOUT,G----,4,4,LLM,ARIES,G----,4,4,CSS,ALPHA,GYG--,3.0,3.0,LLM,APPLY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,SMILE,True,3,STATE,G---G,3,3,LLM,SPIRE,G-G-G,2,2,CSS,SMILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,KNOCK,True,4,THOSE,--G--,4,4,LLM,FLOOD,--G--,4,4,CSS,GROUP,--G--,4.0,4.0,LLM,KNOCK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,SLEEP,True,4,OTHER,---G-,4,4,LLM,BASES,--YG-,4,4,CSS,SEVEN,GY-G-,3.0,3.0,LLM,SLEEP,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,BRICK,True,3,STILL,--G--,4,4,LLM,CAINE,Y-G--,4,4,CSS,BRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,WROTE,True,4,STILL,-Y---,5,5,LLM,GAUNT,----Y,5,5,CSS,VOTER,-YYYY,5.0,3.0,LLM,WROTE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,RATED,False,6,ABOVE,Y---Y,5,5,LLM,RENAL,GY-Y-,4,4,CSS,RACER,GG-G-,2.0,2.0,LLM,RAKES,GG-G-,2.0,2.0,CSS,RAGED,GG-GG,1.0,1.0,LLM,RAZED,GG-GG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
