game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,NOISE,-Y---,5,5,LLM,MARLO,----G,4,4,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,208,96.30484988452656,208,5,97.59615384615384,5,1,80.0,,,,,,,,,
2,PARTY,True,4,SOREN,--G--,4,4,LLM,MARIA,-GG--,3,3,CSS,DARTH,-GGG-,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,102,98.18795523183515,102,17,83.33333333333334,17,1,94.11764705882352,1,1,0.0,,,,,,
3,TRICK,True,4,LADEN,-----,5,5,LLM,TROIS,GG-Y-,3,3,CSS,TRIPP,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,634,88.73689820572037,634,2,99.6845425867508,2,1,50.0,1,1,0.0,,,,,,
4,DIRTY,True,4,TALES,Y----,5,5,LLM,NITRO,-GYY-,4,4,CSS,FIRTH,-GGG-,2.0,2.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,128,97.72606146740095,128,7,94.53125,7,1,85.71428571428571,1,1,0.0,,,,,,
5,USUAL,True,4,RAISE,-Y-Y-,5,5,LLM,SLATS,YYY--,5,4,CSS,ASLAN,-GYG-,3.0,3.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,156,97.22863741339492,156,3,98.07692307692307,3,1,66.66666666666666,1,1,0.0,,,,,,
6,TRULY,True,5,ASTER,--Y-Y,5,5,LLM,TROUT,GG-Y-,3,3,CSS,TRUNK,GGG--,2.0,2.0,LLM,TRUDY,GGG-G,1.0,1.0,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,5629,60,98.9340913128442,60,5,91.66666666666666,5,3,40.0,3,1,66.66666666666666,1,1,0.0,,,
7,SPENT,True,4,LANES,--YYY,5,5,LLM,STONE,GY-GY,3,3,CSS,SCENT,G-GGG,1.0,1.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,32,99.43151536685025,32,2,93.75,2,1,50.0,1,1,0.0,,,,,,
8,PAUSE,True,4,REINA,-Y--Y,5,5,LLM,SALVE,YG--G,3,3,CSS,CAUSE,-GGGG,1.0,1.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,293,94.79481257772251,293,8,97.26962457337885,8,1,87.5,1,1,0.0,,,,,,
9,CRAZY,True,4,DARTS,-YY--,5,5,LLM,BRAIN,-GG--,3,3,CSS,CRAZE,GGGG-,1.0,1.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,173,96.9266299520341,173,14,91.90751445086705,14,1,92.85714285714286,1,1,0.0,,,,,,
10,BASES,False,6,SIENA,Y-Y-Y,5,5,LLM,TALES,-G-GG,2,2,CSS,RACES,-G-GG,2.0,2.0,LLM,MAGES,-G-GG,2.0,2.0,CSS,WAVES,-G-GG,2.0,2.0,LLM,BAKES,GG-GG,1.0,1.0,CSS,5629,165,97.06875111032154,165,49,70.3030303030303,49,30,38.775510204081634,30,18,40.0,18,9,50.0,9,2,77.77777777777779
