game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,4,ABOUT,--G-Y,4,4,LLM,TOOLS,YYG--,4,4,CSS,PROTO,G-GGG,1.0,1.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,47,99.1650381950613,47,3,93.61702127659575,3,1,66.66666666666666,1,1,0.0,,,,,,
2,PARTY,True,4,HOUSE,-----,5,5,LLM,DARLA,-GG--,3,3,CSS,MARRY,-GG-G,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,15,97.8386167146974,15,1,93.33333333333333,1,1,0.0,,,,,,
3,TRICK,True,4,HOUSE,-----,5,5,LLM,ARIAN,-GG--,3,3,CSS,BRICK,-GGGG,1.0,1.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,19,97.26224783861672,19,4,78.94736842105263,4,1,75.0,,,,,,
4,DIRTY,True,3,HOUSE,-----,5,5,LLM,ARMIN,-Y-Y-,5,5,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,694,87.67098951856458,694,10,98.55907780979827,10,1,90.0,,,,,,,,,
5,USUAL,True,3,HOUSE,--GY-,4,4,LLM,SAULT,YYGY-,4,4,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,47,99.1650381950613,47,1,97.87234042553192,1,1,0.0,,,,,,,,,
6,TRULY,True,4,HOUSE,--G--,4,4,LLM,BRUNT,-GG-Y,3,3,CSS,TRUDY,GGG-G,1.0,1.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,50,99.1117427607035,50,4,92.0,4,1,75.0,1,1,0.0,,,,,,
7,SPENT,True,4,THEIR,Y-G--,4,4,LLM,SLEET,G-G-G,2,2,CSS,SWEPT,G-GYG,2.0,2.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,42,99.25386391899093,42,5,88.09523809523809,5,1,80.0,1,1,0.0,,,,,,
8,PAUSE,True,3,HOUSE,--GGG,2,2,LLM,CAUSE,-GGGG,1,1,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,6,99.89340913128441,6,1,83.33333333333334,1,1,0.0,,,,,,,,,
9,CRAZY,True,3,HOUSE,-----,5,5,LLM,RAINY,YY--G,4,3,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,694,87.67098951856458,694,7,98.9913544668588,7,1,85.71428571428571,,,,,,,,,
10,BASES,True,3,HOUSE,---YY,5,4,LLM,SALES,YG-GG,2,2,CSS,BASES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,463,91.77473796411441,463,5,98.92008639308855,5,1,80.0,,,,,,,,,
