game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,HOUSE,YY---,5,4,LLM,CHOIR,-GG--,3,3,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,43,99.236098774205,43,6,86.04651162790698,6,1,83.33333333333334,,,,,,,,,
2,PARTY,True,3,HOUSE,-----,5,5,LLM,DINGY,----G,4,4,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,694,87.67098951856458,694,45,93.51585014409221,45,1,97.77777777777777,,,,,,,,,
3,TRICK,True,5,HOUSE,-----,5,5,LLM,PARMA,--Y--,5,5,CSS,BRICK,-GGGG,1.0,1.0,LLM,CRICK,-GGGG,1.0,1.0,CSS,TRICK,GGGGG,0.0,0.0,LLM,,,,,,5629,694,87.67098951856458,694,30,95.67723342939482,30,3,90.0,3,2,33.33333333333333,2,1,50.0,,,
4,DIRTY,True,3,HOUSE,-----,5,5,LLM,KANDI,---YY,5,5,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,694,87.67098951856458,694,15,97.8386167146974,15,1,93.33333333333333,,,,,,,,,
5,USUAL,True,4,HOUSE,--GY-,4,4,LLM,STURT,Y-G--,4,4,CSS,PAULS,-YGYY,4.0,4.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,47,99.1650381950613,47,7,85.1063829787234,7,1,85.71428571428571,1,1,0.0,,,,,,
6,TRULY,True,5,HOUSE,--G--,4,4,LLM,TAUNT,G-G--,3,3,CSS,TRUMP,GGG--,2.0,2.0,LLM,TRUDY,GGG-G,1.0,1.0,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,5629,50,99.1117427607035,50,4,92.0,4,3,25.0,3,1,66.66666666666666,1,1,0.0,,,
7,SPENT,True,4,HOUSE,---YY,5,5,LLM,WEARS,-Y--Y,5,5,CSS,SPELT,GGG-G,1.0,1.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,463,91.77473796411441,463,32,93.08855291576674,32,1,96.875,1,1,0.0,,,,,,
8,PAUSE,True,4,ABOUT,Y--Y-,5,5,LLM,MAUVE,-GG-G,2,2,CSS,CAUSE,-GGGG,1.0,1.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,111,98.02806892876177,111,6,94.5945945945946,6,1,83.33333333333334,1,1,0.0,,,,,,
9,CRAZY,True,5,HOUSE,-----,5,5,LLM,BRAWN,-GG--,3,3,CSS,TRAIL,-GG--,3.0,3.0,LLM,CRAMP,GGG--,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,694,87.67098951856458,694,26,96.25360230547551,26,8,69.23076923076923,8,2,75.0,2,1,50.0,,,
10,BASES,False,6,HOUSE,---YY,5,4,LLM,WEEDS,-Y--G,4,4,CSS,MAKES,-G-GG,2.0,2.0,LLM,YATES,-G-GG,2.0,2.0,CSS,PAGES,-G-GG,2.0,2.0,LLM,BALES,GG-GG,1.0,1.0,CSS,5629,463,91.77473796411441,463,136,70.62634989200865,136,40,70.58823529411765,40,31,22.5,31,19,38.70967741935484,19,2,89.47368421052632
11,YOUNG,True,3,HOUSE,-GG--,3,3,LLM,DOUBT,-GG--,3,3,CSS,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,18,99.68022739385326,18,3,83.33333333333334,3,1,66.66666666666666,,,,,,,,,
12,MEANS,True,5,HOUSE,---YY,5,5,LLM,SIZES,---YG,4,4,CSS,YEARS,-GG-G,2.0,2.0,LLM,BEAKS,-GG-G,2.0,2.0,CSS,MEANS,GGGGG,0.0,0.0,LLM,,,,,,5629,463,91.77473796411441,463,121,73.86609071274299,121,20,83.47107438016529,20,12,40.0,12,1,91.66666666666666,,,
