game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,POCUS,GY---,4,4,LLM,PIRLO,G---G,3,3,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,40,99.2893942085628,40,1,97.5,1,1,0.0,,,,,,,,,
2,PARTY,True,4,EARNS,-GG--,3,3,LLM,MARTA,-GGG-,2,2,CSS,GARTH,-GGG-,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,70,98.7564398649849,70,5,92.85714285714286,5,2,60.0,2,1,50.0,,,,,,
3,TRICK,True,3,REALS,Y----,5,5,LLM,PROTO,-G-Y-,4,4,CSS,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,200,96.446971042814,200,9,95.5,9,1,88.88888888888889,,,,,,,,,
4,DIRTY,True,4,LANES,-----,5,5,LLM,TRICK,YYY--,5,5,CSS,GIRTH,-GGG-,2.0,2.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,361,93.58678273227927,361,9,97.50692520775624,9,1,88.88888888888889,1,1,0.0,,,,,,
5,USUAL,True,4,AROSE,Y--Y-,5,5,LLM,SANTI,YY---,5,5,CSS,CLAPS,-YY-Y,5.0,5.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,293,94.79481257772251,293,19,93.51535836177474,19,1,94.73684210526315,1,1,0.0,,,,,,
6,TRULY,True,4,AIRES,--Y--,5,5,LLM,GRUNT,-GG-Y,3,3,CSS,TRUDY,GGG-G,1.0,1.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,122,97.83265233611654,122,6,95.08196721311475,6,1,83.33333333333334,1,1,0.0,,,,,,
7,SPENT,True,3,HARES,---YY,5,5,LLM,SEINE,GY-G-,3,3,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,111,98.02806892876177,111,4,96.3963963963964,4,1,75.0,,,,,,,,,
8,PAUSE,True,4,OATES,-G-YY,4,4,LLM,SABLE,YG--G,3,3,CSS,PARSE,GG-GG,1.0,1.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,14,99.75128797299698,14,5,64.28571428571429,5,1,80.0,1,1,0.0,,,,,,
9,CRAZY,True,5,TALES,-Y---,5,5,LLM,PIANO,--G--,4,4,CSS,AWARD,--GY-,4.0,4.0,LLM,GRAVY,-GG-G,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,310,94.4928051163617,310,32,89.6774193548387,32,6,81.25,6,1,83.33333333333334,1,1,0.0,,,
10,BASES,True,6,SNARE,Y-Y-Y,5,4,LLM,DAESH,-GYY-,4,3,CSS,CATES,-G-GG,2.0,2.0,LLM,MAGES,-G-GG,2.0,2.0,CSS,BALES,GG-GG,1.0,1.0,LLM,BASES,GGGGG,0.0,0.0,CSS,5629,97,98.27678095576479,97,53,45.36082474226804,53,29,45.28301886792453,29,16,44.827586206896555,16,3,81.25,3,1,66.66666666666666
11,YOUNG,True,4,RAISE,-----,5,5,LLM,PHOTO,--Y--,5,5,CSS,MOLDY,-G--Y,4.0,4.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,265,95.29223663172854,265,46,82.64150943396227,46,1,97.82608695652173,1,1,0.0,,,,,,
12,MEANS,True,4,AIRES,Y--YG,4,4,LLM,DEGAS,-G-YG,3,3,CSS,MEALS,GGG-G,1.0,1.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,36,99.36045478770652,36,23,36.11111111111111,23,2,91.30434782608695,2,1,50.0,,,,,,
13,TRUTH,True,4,REALS,Y----,5,5,LLM,DIRTY,--YG-,4,4,CSS,PROTO,-G-G-,3.0,3.0,LLM,TRUTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,200,96.446971042814,200,5,97.5,5,1,80.0,1,1,0.0,,,,,,
14,FIRED,True,3,AIRES,-GGG-,2,2,LLM,TIRED,-GGGG,1,1,CSS,FIRED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,5,99.91117427607034,5,4,20.0,4,1,75.0,,,,,,,,,
15,FOLKS,True,5,EARLS,---YG,4,4,LLM,SOLIS,-GG-G,2,2,CSS,COLDS,-GG-G,2.0,2.0,LLM,BOLTS,-GG-G,2.0,2.0,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,5629,75,98.66761414105525,75,11,85.33333333333334,11,5,54.54545454545454,5,2,60.0,2,1,50.0,,,
16,CHILE,True,3,ARIES,--GY-,4,4,LLM,CLINE,GYG-G,2,2,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,48,99.14727305027536,48,1,97.91666666666666,1,1,0.0,,,,,,,,,
17,BLACK,True,5,RATES,-Y---,5,5,LLM,AMINA,Y----,5,5,CSS,CHAFF,Y-G--,4.0,4.0,LLM,QUACK,--GGG,2.0,2.0,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,5629,282,94.99022917036774,282,25,91.13475177304964,25,2,92.0,2,1,50.0,1,1,0.0,,,
18,GRANT,True,4,STALE,-YG--,4,4,LLM,TRAIT,-GG-G,2,2,CSS,GRAFT,GGG-G,1.0,1.0,LLM,GRANT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,37,99.34268964292059,37,6,83.78378378378379,6,1,83.33333333333334,1,1,0.0,,,,,,
19,MEALS,True,4,DARES,-Y-YG,4,4,LLM,MEANS,GGG-G,1,1,CSS,MEATS,GGG-G,1.0,1.0,LLM,MEALS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,31,99.44928051163618,31,2,93.54838709677419,2,1,50.0,1,1,0.0,,,,,,
20,CREAM,True,4,ARIES,YG-Y-,4,4,LLM,TREAD,-GGG-,2,2,CSS,BREAK,-GGG-,2.0,2.0,LLM,CREAM,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,33,99.41375022206431,33,6,81.81818181818183,6,2,66.66666666666666,2,1,50.0,,,,,,
21,AWAKE,True,3,REALS,-YG--,4,4,LLM,AGATE,G-G-G,2,2,CSS,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,19,99.66246224906733,19,2,89.47368421052632,2,1,50.0,,,,,,,,,
22,OCCUR,True,4,AIRES,--Y--,5,5,LLM,TRULY,-YY--,5,5,CSS,UNHCR,Y--YG,4.0,4.0,LLM,OCCUR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,122,97.83265233611654,122,6,95.08196721311475,6,1,83.33333333333334,1,1,0.0,,,,,,
23,YEARS,False,6,OATES,-Y-YG,4,4,LLM,MEALS,-GG-G,2,2,CSS,BEANS,-GG-G,2.0,2.0,LLM,HEAPS,-GG-G,2.0,2.0,CSS,GEARS,-GGGG,1.0,1.0,LLM,SEARS,-GGGG,1.0,1.0,CSS,5629,46,99.18280333984723,46,19,58.69565217391305,19,12,36.84210526315789,12,7,41.66666666666667,7,5,28.57142857142857,5,4,20.0
24,GRADE,True,4,TASER,-Y-YY,5,4,LLM,CREAM,-GYY-,4,4,CSS,DRAKE,YGG-G,2.0,2.0,LLM,GRADE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,74,98.68537928584118,74,11,85.13513513513513,11,1,90.9090909090909,1,1,0.0,,,,,,
25,CHILL,True,5,ELIAS,-YG--,4,4,LLM,PHILO,-GGG-,2,2,CSS,CHILI,GGGG-,1.0,1.0,LLM,CHILD,GGGG-,1.0,1.0,CSS,CHILL,GGGGG,0.0,0.0,LLM,,,,,,5629,20,99.6446971042814,20,3,85.0,3,2,33.33333333333333,2,1,50.0,1,1,0.0,,,
26,FLOOD,True,5,RACES,-----,5,5,LLM,YOUNG,-Y---,5,5,CSS,PHILO,---YY,5.0,5.0,LLM,BLOOM,-GGG-,2.0,2.0,CSS,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,5629,399,92.91170723041392,399,22,94.48621553884712,22,3,86.36363636363636,3,1,66.66666666666666,1,1,0.0,,,
27,APPLY,True,5,LASER,YY---,5,5,LLM,BLACK,-YY--,5,5,CSS,DUVAL,---YY,5.0,5.0,LLM,HOLLA,---GY,4.0,4.0,CSS,APPLY,GGGGG,0.0,0.0,LLM,,,,,,5629,129,97.70829632261503,129,49,62.01550387596899,49,8,83.6734693877551,8,3,62.5,3,1,66.66666666666666,,,
28,SMILE,True,3,RACES,---YY,5,5,LLM,SPENT,G-Y--,4,4,CSS,SMILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,120,97.8681826256884,120,14,88.33333333333333,14,1,92.85714285714286,,,,,,,,,
29,KNOCK,True,4,ARIES,-----,5,5,LLM,FLOOD,--G--,4,4,CSS,PHONY,--GY-,4.0,4.0,LLM,KNOCK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,265,95.29223663172854,265,10,96.22641509433963,10,3,70.0,3,1,66.66666666666666,,,,,,
30,SLEEP,True,4,AIRES,---GY,4,4,LLM,STEEN,G-GG-,2,2,CSS,SWEEP,G-GGG,1.0,1.0,LLM,SLEEP,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,34,99.39598507727838,34,5,85.29411764705883,5,2,60.0,2,1,50.0,,,,,,
31,BRICK,True,4,AROSE,-G---,4,4,LLM,TRULY,-G---,4,4,CSS,BRING,GGG--,2.0,2.0,LLM,BRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,47,99.1650381950613,47,14,70.2127659574468,14,1,92.85714285714286,1,1,0.0,,,,,,
32,WROTE,True,5,EARNS,Y-Y--,5,5,LLM,PEDRO,-Y-YY,5,5,CSS,COVER,-Y-YY,5.0,4.0,LLM,FROZE,-GG-G,2.0,2.0,CSS,WROTE,GGGGG,0.0,0.0,LLM,,,,,,5629,260,95.3810623556582,260,44,83.07692307692308,44,4,90.9090909090909,4,2,50.0,2,1,50.0,,,
33,RATED,True,4,TESLA,YY--Y,5,5,LLM,AGATE,Y--YY,5,3,CSS,EATER,-GGGY,2.0,2.0,LLM,RATED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,54,99.04068218155977,54,21,61.111111111111114,21,1,95.23809523809523,1,1,0.0,,,,,,
34,ALERT,True,3,EARLS,YYYY-,5,5,LLM,OREAL,-YGYY,4,4,CSS,ALERT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,18,99.68022739385326,18,1,94.44444444444444,1,1,0.0,,,,,,,,,
35,CAGES,False,6,NEARS,-YY-G,4,4,LLM,BASES,-G-GG,2,2,CSS,MALES,-G-GG,2.0,2.0,LLM,WAKES,-G-GG,2.0,2.0,CSS,FAVES,-G-GG,2.0,2.0,LLM,PAGES,-GGGG,1.0,1.0,CSS,5629,76,98.64984899626931,76,51,32.89473684210527,51,33,35.294117647058826,33,23,30.303030303030305,23,15,34.78260869565217,15,1,93.33333333333333
36,TEDDY,True,4,EARLS,Y----,5,5,LLM,TWINE,G---Y,4,4,CSS,TEMPT,GG---,3.0,3.0,LLM,TEDDY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,342,93.92432048321194,342,9,97.36842105263158,9,1,88.88888888888889,1,1,0.0,,,,,,
