game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,THERE,YG---,4,4,LLM,SHOUT,-GG-Y,3,3,CSS,PHOTO,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,5629,16,99.71575768342512,16,1,93.75,1,1,0.0,,,,,,,,,
2,PARTY,True,3,THEIR,Y---Y,5,5,LLM,SURAT,--GYY,4,4,CSS,PARTY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,5629,89,98.41890211405223,89,6,93.25842696629213,6,1,83.33333333333334,,,,,,,,,
3,TRICK,True,3,STARE,-Y-Y-,5,5,LLM,TROUT,GG---,3,3,CSS,TRICK,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,5629,63,98.88079587848641,63,4,93.65079365079364,4,1,75.0,,,,,,,,,
4,DIRTY,True,3,THINK,Y-Y--,5,5,LLM,RITES,YGY--,4,4,CSS,DIRTY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,5629,98,98.25901581097885,98,2,97.95918367346938,2,1,50.0,,,,,,,,,
5,USUAL,True,3,CRANE,--Y--,5,5,LLM,SALAD,Y-YG-,4,4,CSS,USUAL,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,5629,448,92.04121513590336,448,2,99.55357142857143,2,1,50.0,,,,,,,,,
6,TRULY,True,4,THEIR,G---Y,4,4,LLM,TORUS,G-YY-,4,3,CSS,TRUMP,GGG--,2,2,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,36,99.36045478770652,36,5,86.11111111111111,5,4,20.0,4,1,75.0,,,,,,
7,SPENT,True,5,OTHER,-Y-Y-,5,5,LLM,SLATE,G--YY,4,4,CSS,SETUP,GYY-Y,4,4,LLM,SWEPT,G-GYG,2.0,2.0,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,5629,159,97.17534197903713,159,4,97.48427672955975,4,2,50.0,2,1,50.0,1,1,0.0,,,
8,PAUSE,True,4,THEIR,--Y--,5,5,LLM,LANES,-G-YY,4,4,CSS,CAUSE,-GGGG,1,1,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,675,88.00852726949725,675,4,99.4074074074074,4,1,75.0,1,1,0.0,,,,,,
9,CRAZY,True,5,OTHER,----Y,5,5,LLM,RAINS,YY---,5,4,CSS,ARRAY,YG--G,3,3,LLM,GRADY,-GG-G,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,348,93.81772961449636,348,39,88.79310344827587,39,4,89.74358974358975,4,1,75.0,1,1,0.0,,,
10,BASES,False,6,WORLD,-----,5,5,LLM,SIENA,Y-Y-Y,5,5,CSS,GAMES,-G-GG,2,2,LLM,CATES,-G-GG,2.0,2.0,CSS,HAYES,-G-GG,2.0,2.0,LLM,EAVES,-G-GG,2.0,2.0,CSS,5629,1271,77.42050097708297,1271,78,93.86309992132179,78,25,67.94871794871796,25,10,60.0,10,8,20.0,8,4,50.0
11,YOUNG,True,4,WORLD,-G---,4,4,LLM,CONST,-GY--,4,4,CSS,GOING,-G-GG,2,2,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,296,94.74151714336472,296,18,93.91891891891892,18,2,88.88888888888889,2,1,50.0,,,,,,
12,MEANS,True,4,THINK,---G-,4,4,LLM,LEANS,-GGGG,1,1,CSS,BEANS,-GGGG,1,1,LLM,MEANS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,176,96.87333451767633,176,4,97.72727272727273,4,3,25.0,3,1,66.66666666666666,,,,,,
13,TRUTH,True,3,ABOUT,---YY,5,4,LLM,TUNES,GY---,4,4,CSS,TRUTH,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,5629,81,98.56102327233967,81,6,92.5925925925926,6,1,83.33333333333334,,,,,,,,,
14,FIRED,True,4,WHERE,--YY-,5,4,LLM,AIRED,-GGGG,1,1,CSS,TIRED,-GGGG,1,1,LLM,FIRED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,357,93.65784331142298,357,4,98.8795518207283,4,3,25.0,3,1,66.66666666666666,,,,,,
15,FOLKS,True,4,THINK,----Y,5,5,LLM,BARKS,---GG,3,3,CSS,LOOKS,YG-GG,2,2,LLM,FOLKS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,183,96.74897850417481,183,21,88.52459016393442,21,2,90.47619047619048,2,1,50.0,,,,,,
16,CHILE,True,4,ABOUT,-----,5,5,LLM,DIVES,-Y-Y-,5,4,CSS,PRIME,--G-G,3,3,LLM,CHILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,875,84.45549831231125,875,63,92.80000000000001,63,8,87.3015873015873,8,1,87.5,,,,,,
