game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,4,BEING,-----,5,5,LLM,POOLS,GYG--,3,3,CSS,PROOF,G-GY-,3.0,3.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1133,79.8720909575413,1133,5,99.55869373345102,5,1,80.0,1,1,0.0,,,,,,
2,PARTY,True,5,TRACE,YYY--,5,5,LLM,MURAT,--GYY,4,4,CSS,DARTS,-GGG-,2.0,2.0,LLM,BARTH,-GGG-,2.0,2.0,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,5629,41,99.27162906377687,41,13,68.29268292682927,13,4,69.23076923076923,4,2,50.0,2,1,50.0,,,
3,TRICK,True,4,STILL,-YG--,4,4,LLM,FAINT,--G-Y,4,4,CSS,TRIPE,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,53,99.05844732634571,53,20,62.264150943396224,20,1,95.0,1,1,0.0,,,,,,
4,DIRTY,True,5,TREAT,YY---,5,5,LLM,MOTOR,--Y-Y,5,5,CSS,STRIP,-YGY-,4.0,4.0,LLM,WIRTH,-GGG-,2.0,2.0,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,5629,35,99.37821993249246,35,11,68.57142857142857,11,5,54.54545454545454,5,1,80.0,1,1,0.0,,,
5,USUAL,True,4,STATE,Y-Y--,5,4,LLM,FOSSA,--Y-Y,5,4,CSS,HARPS,-Y--Y,5.0,5.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,208,96.30484988452656,208,115,44.71153846153847,115,8,93.04347826086956,8,1,87.5,,,,,,
6,TRULY,True,2,LATER,Y-Y-Y,5,5,LLM,TRULY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,6,99.89340913128441,6,1,83.33333333333334,,,,,,,,,,,,
7,SPENT,True,4,EVERY,--G--,4,4,LLM,SWELL,G-G--,3,3,CSS,STEAD,GYG--,3.0,3.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,120,97.8681826256884,120,21,82.5,21,2,90.47619047619048,2,1,50.0,,,,,,
8,PAUSE,True,4,STILL,Y----,5,5,LLM,CHAOS,--Y-Y,5,4,CSS,ASEAN,YYY--,5.0,4.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,628,88.84348907443595,628,32,94.90445859872611,32,8,75.0,8,1,87.5,,,,,,
9,CRAZY,True,5,STILL,-----,5,5,LLM,FARGO,-YY--,5,5,CSS,BRAND,-GG--,3.0,3.0,LLM,CRAMP,GGG--,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,1295,76.99413750222064,1295,80,93.82239382239382,80,5,93.75,5,4,20.0,4,1,75.0,,,
10,BASES,True,4,ARRAS,Y---G,4,4,LLM,WAXES,-G-GG,2,2,CSS,SAGES,YG-GG,2.0,2.0,LLM,BASES,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,264,95.31000177651447,264,63,76.13636363636364,63,4,93.65079365079364,4,1,75.0,,,,,,
11,YOUNG,True,5,CHASE,-----,5,5,LLM,MINOT,--YY-,5,5,CSS,KNOLL,-YY--,5.0,5.0,LLM,WOUND,-GGG-,2.0,2.0,CSS,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,5629,511,90.92201101438977,511,28,94.52054794520548,28,11,60.71428571428571,11,1,90.9090909090909,1,1,0.0,,,
12,MEANS,True,6,AVOID,Y----,5,5,LLM,RACKS,-Y--G,4,4,CSS,PLANS,--GGG,2.0,2.0,LLM,JEANS,-GGGG,1.0,1.0,CSS,BEANS,-GGGG,1.0,1.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,5629,1124,80.03197726061467,1124,51,95.46263345195729,51,5,90.19607843137256,5,2,60.0,2,1,50.0,1,1,0.0
13,TRUTH,True,3,NOTCH,--Y-G,4,4,LLM,TEETH,G--GG,2,2,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,39,99.30715935334872,39,1,97.43589743589743,1,1,0.0,,,,,,,,,
14,FIRED,True,4,NOTCH,-----,5,5,LLM,SAUDI,---YY,5,5,CSS,DIVER,YG-GY,3.0,3.0,LLM,FIRED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1503,73.2989873867472,1503,44,97.07252162341983,44,4,90.9090909090909,4,1,75.0,,,,,,
15,FOLKS,True,5,OTHER,Y----,5,5,LLM,SNOBS,--Y-G,4,4,CSS,POLLS,-GG-G,2.0,2.0,LLM,GOLDS,-GG-G,2.0,2.0,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,5629,457,91.88132883283,457,44,90.37199124726477,44,6,86.36363636363636,6,2,66.66666666666666,2,1,50.0,,,
16,CHILE,True,5,DEBIT,-Y-Y-,5,5,LLM,ALIEN,-YGY-,4,4,CSS,EMILE,--GGG,2.0,2.0,LLM,GUILE,--GGG,2.0,2.0,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,5629,218,96.12719843666726,218,9,95.87155963302753,9,3,66.66666666666666,3,2,33.33333333333333,2,1,50.0,,,
17,BLACK,True,5,STILL,---Y-,5,5,LLM,BELOW,G-Y--,4,4,CSS,BLUFF,GG---,3.0,3.0,LLM,BLAND,GGG--,2.0,2.0,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,5629,314,94.42174453721798,314,6,98.08917197452229,6,4,33.33333333333333,4,1,75.0,1,1,0.0,,,
18,GRANT,True,4,UNDER,-Y--Y,5,5,LLM,ORRIN,-G--Y,4,4,CSS,FRANC,-GGG-,2.0,2.0,LLM,GRANT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,129,97.70829632261503,129,10,92.24806201550388,10,4,60.0,4,1,75.0,,,,,,
19,MEALS,True,5,NOTCH,-----,5,5,LLM,LEDGE,YG---,4,4,CSS,RELAY,-GYY-,4.0,4.0,LLM,SEALS,-GGGG,1.0,1.0,CSS,MEALS,GGGGG,0.0,0.0,LLM,,,,,,5629,1503,73.2989873867472,1503,32,97.8709248170326,32,2,93.75,2,1,50.0,1,1,0.0,,,
