game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
1,PHOTO,True,4,THREE,YG---,4,4,LLM,BHATT,-G-G-,3,3,CSS,SHOTS,-GGG-,2.0,2.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PARTY,True,3,PEACE,G-Y--,4,4,LLM,POPPA,G---Y,4,4,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TRICK,True,3,WHICH,--GG-,3,3,LLM,CRICK,-GGGG,1,1,CSS,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,DIRTY,True,5,THINK,Y-Y--,5,5,LLM,AUDIT,--YYY,5,4,CSS,DIETS,GG-G-,2.0,2.0,LLM,DITTY,GG-GG,1.0,1.0,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,USUAL,True,5,THING,-----,5,5,LLM,PEAKE,--Y--,5,5,CSS,LARRY,YY---,5.0,5.0,LLM,AFOUL,Y--YG,4.0,4.0,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TRULY,True,5,THERE,G--Y-,4,4,LLM,TRIPP,GG---,3,3,CSS,TRUST,GGG--,2.0,2.0,LLM,TRUCK,GGG--,2.0,2.0,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SPENT,True,4,ABOUT,----G,4,4,LLM,TIGHT,----G,4,4,CSS,EVENT,--GGG,2.0,2.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,PAUSE,True,5,THERE,----G,4,4,LLM,VOICE,----G,4,4,CSS,JUDGE,-Y--G,4.0,4.0,LLM,AMUSE,Y-GGG,2.0,2.0,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CRAZY,False,6,THERE,---Y-,5,5,LLM,BARCA,-YYY-,5,5,CSS,OSCAR,--YYY,5.0,5.0,LLM,CRAIG,GGG--,2.0,2.0,CSS,CRANK,GGG--,2.0,2.0,LLM,CRAWL,GGG--,2.0,2.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BASES,True,5,COULD,-----,5,5,LLM,HAITI,-G---,4,4,CSS,WAYNE,-G--Y,4.0,4.0,LLM,BABES,GG-GG,1.0,1.0,CSS,BASES,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
