game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,THERE,YG---,4,4,LLM,SHOUT,-GG-Y,3,3,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,16,99.71575768342512,16,1,93.75,1,1,0.0,,,,,,,,,
2,PARTY,True,3,OTHER,-Y--Y,5,5,LLM,TRAPS,YYYY-,5,5,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,106,98.11689465269143,106,2,98.11320754716981,2,1,50.0,,,,,,,,,
3,TRICK,True,2,THINK,G-G-G,2,2,LLM,TRICK,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,1,99.98223485521407,1,1,0.0,,,,,,,,,,,,
4,DIRTY,True,2,FIRST,-GG-Y,3,3,LLM,DIRTY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,6,99.89340913128441,6,1,83.33333333333334,,,,,,,,,,,,
5,USUAL,True,4,THERE,-----,5,5,LLM,LOANS,Y-Y-Y,5,5,CSS,SALSA,YYY--,5.0,4.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1280,77.2606146740096,1280,15,98.828125,15,1,93.33333333333333,1,1,0.0,,,,,,
6,TRULY,True,4,THINK,G----,4,4,LLM,TRAPS,GG---,3,3,CSS,TROLL,GG-G-,2.0,2.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,136,97.58394030911352,136,9,93.38235294117648,9,1,88.88888888888889,1,1,0.0,,,,,,
7,SPENT,True,2,THERE,Y-G--,4,4,LLM,SPENT,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,34,99.39598507727838,34,1,97.05882352941177,,,,,,,,,,,,
8,PAUSE,True,3,STARE,Y-Y-G,4,4,LLM,AMUSE,Y-GGG,2,2,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,10,99.82234855214071,10,2,80.0,2,1,50.0,,,,,,,,,
9,CRAZY,True,4,THINK,-----,5,5,LLM,PALMA,-Y---,5,5,CSS,READY,Y-G-G,3.0,3.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1651,70.66974595842956,1651,122,92.61053906723198,122,4,96.72131147540983,4,1,75.0,,,,,,
10,BASES,True,6,THERE,--Y--,5,5,LLM,DANES,-G-GG,2,2,CSS,GAMES,-G-GG,2.0,2.0,LLM,CAKES,-G-GG,2.0,2.0,CSS,SALES,YG-GG,2.0,2.0,LLM,BASES,GGGGG,0.0,0.0,CSS,5629,588,89.55409486587315,588,40,93.19727891156462,40,26,35.0,26,12,53.84615384615385,12,2,83.33333333333334,2,1,50.0
11,YOUNG,True,4,OTHER,Y----,5,5,LLM,SONIA,-GY--,4,4,CSS,FOUND,-GGG-,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,457,91.88132883283,457,11,97.59299781181619,11,1,90.9090909090909,1,1,0.0,,,,,,
12,MEANS,True,3,THINK,---G-,4,4,LLM,YOUNG,---G-,4,4,CSS,MEANS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,176,96.87333451767633,176,51,71.02272727272727,51,1,98.0392156862745,,,,,,,,,
13,TRUTH,True,4,RIGHT,Y--YY,5,4,LLM,EARTH,--YGG,3,3,CSS,BROTH,-G-GG,2.0,2.0,LLM,TRUTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,27,99.52034109077988,27,3,88.88888888888889,3,1,66.66666666666666,1,1,0.0,,,,,,
14,FIRED,True,5,ABOUT,-----,5,5,LLM,DENIS,YY-Y-,5,5,CSS,FIELD,GGY-G,2.0,2.0,LLM,FIXED,GG-GG,1.0,1.0,CSS,FIRED,GGGGG,0.0,0.0,LLM,,,,,,5629,875,84.45549831231125,875,31,96.45714285714286,31,2,93.54838709677419,2,1,50.0,1,1,0.0,,,
