game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
1,PHOTO,True,4,THING,YG---,4,4,LLM,CHEAT,-G--Y,4,4,CSS,SHUTS,-G-G-,3.0,3.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PARTY,True,4,THING,Y----,5,5,LLM,OATES,-GY--,4,4,CSS,MALTA,-G-G-,3.0,3.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TRICK,True,3,THREE,G-Y--,4,4,LLM,TRAIL,GG-Y-,3,3,CSS,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,DIRTY,True,4,THERE,Y--Y-,5,5,LLM,SORTA,--GG-,3,3,CSS,KURTZ,--GG-,3.0,3.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,USUAL,True,5,AFTER,Y----,5,5,LLM,SHANA,Y-Y--,5,4,CSS,LACKS,YY--Y,5.0,5.0,LLM,ISLAM,-GYG-,3.0,3.0,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TRULY,True,3,OTHER,-Y--Y,5,5,LLM,TRAPS,GG---,3,3,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SPENT,True,3,OTHER,-Y-Y-,5,5,LLM,TEASE,YY-Y-,5,5,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,PAUSE,True,5,THING,-----,5,5,LLM,MARES,-G-YY,4,4,CSS,SALLE,YG--G,3.0,3.0,LLM,CAUSE,-GGGG,1.0,1.0,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CRAZY,True,6,THING,-----,5,5,LLM,BORES,--Y--,5,5,CSS,DRAMA,-GG--,3.0,3.0,LLM,CRAWL,GGG--,2.0,2.0,CSS,CRACK,GGG--,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BASES,False,6,WORDS,----G,4,4,LLM,MEALS,-YY-G,4,4,CSS,FACES,-G-GG,2.0,2.0,LLM,GATES,-G-GG,2.0,2.0,CSS,SAKES,YG-GG,2.0,2.0,LLM,EASES,-GGGG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,YOUNG,True,3,GOING,-G-GG,2,2,LLM,JOONG,-G-GG,2,2,CSS,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,MEANS,True,5,OULDY,-----,5,5,LLM,SIREN,Y--YY,5,5,CSS,FREES,--Y-G,4.0,4.0,LLM,CENTS,-GY-G,3.0,3.0,CSS,MEANS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
13,TRUTH,True,3,THERE,GY-Y-,4,4,LLM,TRASH,GG--G,2,2,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,FIRED,True,4,THERE,--YY-,5,4,LLM,LASER,---GY,4,4,CSS,CRIED,-YYGG,3.0,3.0,LLM,FIRED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,FOLKS,True,5,RIGHT,-----,5,5,LLM,DALES,--G-G,3,3,CSS,BOLLS,-GG-G,2.0,2.0,LLM,YOLKS,-GGGG,1.0,1.0,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CHILE,True,6,START,-----,5,5,LLM,OLNEY,-Y-Y-,5,5,CSS,BILGE,-YY-G,4.0,3.0,LLM,LEXIE,Y--YG,4.0,4.0,CSS,WHILE,-GGGG,1.0,1.0,LLM,CHILE,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,BLACK,True,4,THING,-----,5,5,LLM,MALES,-YY--,5,5,CSS,CLOAK,YG-YG,3.0,3.0,LLM,BLACK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GRANT,True,4,THERE,Y--Y-,5,5,LLM,SORTA,--YYY,5,5,CSS,GRAFT,GGG-G,1.0,1.0,LLM,GRANT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,MEALS,True,6,WHICH,-----,5,5,LLM,TONER,---Y-,5,5,CSS,LEAVE,YGG--,3.0,3.0,LLM,SEALS,-GGGG,1.0,1.0,CSS,DEALS,-GGGG,1.0,1.0,LLM,MEALS,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,CREAM,True,4,THING,-----,5,5,LLM,MORES,Y-YY-,5,4,CSS,DREAM,-GGGG,1.0,1.0,LLM,CREAM,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,AWAKE,True,4,WOULD,Y----,5,5,LLM,SWEAT,-GYY-,4,4,CSS,KWAME,YGG-G,2.0,2.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,OCCUR,True,5,THERE,---Y-,5,5,LLM,DARIN,--Y--,5,5,CSS,GROWS,-YY--,5.0,5.0,LLM,ROCCO,YYGY-,4.0,3.0,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,YEARS,False,6,THING,-----,5,5,LLM,LACES,-Y-YG,4,4,CSS,FEARS,-GGGG,1.0,1.0,LLM,SEARS,-GGGG,1.0,1.0,CSS,BEARS,-GGGG,1.0,1.0,LLM,REARS,-GGGG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,GRADE,True,5,EVERY,Y--Y-,5,5,LLM,HARES,-YYY-,5,4,CSS,TRACE,-GG-G,2.0,2.0,LLM,DRAKE,YGG-G,2.0,2.0,CSS,GRADE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,CHILL,True,6,THERE,-G---,4,4,LLM,SHONA,-G---,4,4,CSS,CHIEF,GGG--,2.0,2.0,LLM,CHILI,GGGG-,1.0,1.0,CSS,CHILD,GGGG-,1.0,1.0,LLM,CHILL,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26,FLOOD,True,5,THERE,-----,5,5,LLM,SALIM,--Y--,5,5,CSS,GLYNN,-G---,4.0,4.0,LLM,BLOCK,-GG--,3.0,3.0,CSS,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,APPLY,True,4,TEAMS,--Y--,5,5,LLM,DARIA,-Y---,5,5,CSS,LOCAL,Y--Y-,5.0,5.0,LLM,APPLY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,SMILE,True,3,WOULD,---G-,4,4,LLM,SALLE,G--GG,2,2,CSS,SMILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,KNOCK,True,3,ZEBRA,-----,5,5,LLM,COILS,YY---,5,5,CSS,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,SLEEP,True,3,THREE,---GY,4,4,LLM,ELVES,YG-GY,3,3,CSS,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
