game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,4,THING,YG---,4,4,LLM,CHEAT,-G--Y,4,4,CSS,SHUTS,-G-G-,3.0,3.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,20,99.6446971042814,20,3,85.0,3,1,66.66666666666666,1,1,0.0,,,,,,
2,PARTY,True,4,THING,Y----,5,5,LLM,OATES,-GY--,4,4,CSS,MALTA,-G-G-,3.0,3.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,438,92.21886658376266,438,13,97.03196347031964,13,1,92.3076923076923,1,1,0.0,,,,,,
3,TRICK,True,3,THREE,G-Y--,4,4,LLM,TRAIL,GG-Y-,3,3,CSS,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,49,99.12950790548943,49,4,91.83673469387756,4,1,75.0,,,,,,,,,
4,DIRTY,True,4,THERE,Y--Y-,5,5,LLM,SORTA,--GG-,3,3,CSS,KURTZ,--GG-,3.0,3.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,97,98.27678095576479,97,2,97.9381443298969,2,1,50.0,1,1,0.0,,,,,,
5,USUAL,True,5,AFTER,Y----,5,5,LLM,SHANA,Y-Y--,5,4,CSS,LACKS,YY--Y,5.0,5.0,LLM,ISLAM,-GYG-,3.0,3.0,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,5629,677,87.97299697992538,677,60,91.1373707533235,60,2,96.66666666666667,2,1,50.0,1,1,0.0,,,
6,TRULY,True,3,OTHER,-Y--Y,5,5,LLM,TRAPS,GG---,3,3,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,106,98.11689465269143,106,7,93.39622641509435,7,1,85.71428571428571,,,,,,,,,
7,SPENT,True,3,OTHER,-Y-Y-,5,5,LLM,TEASE,YY-Y-,5,5,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,159,97.17534197903713,159,11,93.08176100628931,11,1,90.9090909090909,,,,,,,,,
8,PAUSE,True,5,THING,-----,5,5,LLM,MARES,-G-YY,4,4,CSS,SALLE,YG--G,3.0,3.0,LLM,CAUSE,-GGGG,1.0,1.0,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,5629,1638,70.90069284064666,1638,8,99.51159951159951,8,2,75.0,2,1,50.0,1,1,0.0,,,
9,CRAZY,True,6,THING,-----,5,5,LLM,BORES,--Y--,5,5,CSS,DRAMA,-GG--,3.0,3.0,LLM,CRAWL,GGG--,2.0,2.0,CSS,CRACK,GGG--,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,5629,1638,70.90069284064666,1638,37,97.74114774114774,37,3,91.8918918918919,3,2,33.33333333333333,2,1,50.0,1,1,0.0
10,BASES,False,6,WORDS,----G,4,4,LLM,MEALS,-YY-G,4,4,CSS,FACES,-G-GG,2.0,2.0,LLM,GATES,-G-GG,2.0,2.0,CSS,SAKES,YG-GG,2.0,2.0,LLM,EASES,-GGGG,1.0,1.0,CSS,5629,518,90.79765500088826,518,41,92.08494208494209,41,23,43.90243902439025,23,12,47.82608695652174,12,3,75.0,3,2,33.33333333333333
