game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
1,PHOTO,True,3,THINK,YG---,4,4,LLM,CHEST,-G--Y,4,4,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PARTY,True,3,THINK,Y----,5,5,LLM,SEPTA,--YGY,4,4,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TRICK,True,2,THINK,G-G-G,2,2,LLM,TRICK,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,DIRTY,True,3,THINK,Y-Y--,5,5,LLM,RITES,YGY--,4,4,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,USUAL,True,4,THINK,-----,5,5,LLM,PALES,-YY-Y,5,5,CSS,SOCAL,Y--GG,3.0,3.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TRULY,True,4,THINK,G----,4,4,LLM,TEARS,G--Y-,4,4,CSS,TRUMP,GGG--,2.0,2.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SPENT,True,5,THINK,Y--G-,4,4,LLM,GAUNT,---GG,3,3,CSS,FRONT,---GG,3.0,3.0,LLM,STENT,G-GGG,1.0,1.0,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,PAUSE,True,4,THIRD,-----,5,5,LLM,SELMA,YY--Y,5,5,CSS,CAUSE,-GGGG,1.0,1.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CRAZY,True,5,THINK,-----,5,5,LLM,CABLE,GY---,4,4,CSS,COCOA,G---Y,4.0,4.0,LLM,CRAPS,GGG--,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BASES,True,5,THINK,-----,5,5,LLM,SCRAP,Y--Y-,5,5,CSS,GAMES,-G-GG,2.0,2.0,LLM,WAVES,-G-GG,2.0,2.0,CSS,BASES,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,YOUNG,True,6,WORDS,-G---,4,4,LLM,MOTEL,-G---,4,4,CSS,COACH,-G---,4.0,4.0,LLM,BOING,-G-GG,2.0,2.0,CSS,JOONG,-G-GG,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,MEANS,True,5,THINK,---G-,4,4,LLM,YOUNG,---G-,4,4,CSS,PLANS,--GGG,2.0,2.0,LLM,EVANS,Y-GGG,2.0,2.0,CSS,MEANS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,TRUTH,True,3,THINK,GY---,4,4,LLM,TOUCH,G-G-G,2,2,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,FIRED,True,5,BRAIN,-Y-Y-,5,5,LLM,DIRTY,YGG--,3,3,CSS,WIRED,-GGGG,1.0,1.0,LLM,SIRED,-GGGG,1.0,1.0,CSS,FIRED,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,FOLKS,True,5,THINK,----Y,5,5,LLM,KOOKY,-G-G-,3,3,CSS,SOCKS,-G-GG,2.0,2.0,LLM,FORKS,GG-GG,1.0,1.0,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CHILE,True,2,THINK,-GG--,3,3,LLM,CHILE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,BLACK,False,6,TREAS,---Y-,5,5,LLM,COCOA,Y---Y,5,5,CSS,PANIC,-Y--Y,5.0,5.0,LLM,WHACK,--GGG,2.0,2.0,CSS,QUACK,--GGG,2.0,2.0,LLM,ABACK,-YGGG,2.0,2.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GRANT,True,4,THIRD,Y--Y-,5,5,LLM,PARTY,-YYY-,5,4,CSS,TAROT,-YY-G,4.0,4.0,LLM,GRANT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
19,MEALS,True,4,BREAT,--YY-,5,4,LLM,EAVES,YY--G,4,3,CSS,LEADS,YGG-G,2.0,2.0,LLM,MEALS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,CREAM,True,3,AFTER,Y--YY,5,5,LLM,CARNE,GYY-Y,4,4,CSS,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,AWAKE,True,6,OTHER,---Y-,5,5,LLM,BLAME,--G-G,3,3,CSS,FIFTH,-----,5.0,5.0,LLM,USAGE,--G-G,3.0,3.0,CSS,PEACE,--G-G,3.0,3.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0
22,OCCUR,True,4,THERE,---Y-,5,5,LLM,DORKS,-YY--,5,5,CSS,FLOUR,--YGG,3.0,3.0,LLM,OCCUR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,YEARS,False,6,THING,-----,5,5,LLM,BLACK,--G--,4,4,CSS,GRAPE,-YG-Y,4.0,4.0,LLM,REAMS,YGG-G,2.0,2.0,CSS,REARS,-GGGG,1.0,1.0,LLM,WEARS,-GGGG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
24,GRADE,True,6,THIRS,---Y-,5,5,LLM,GRACE,GGG-G,1,1,CSS,GRAPE,GGG-G,1.0,1.0,LLM,GRAVE,GGG-G,1.0,1.0,CSS,GRAZE,GGG-G,1.0,1.0,LLM,GRADE,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,CHILL,True,3,THIRD,-GG--,3,3,LLM,CHILE,GGGG-,1,1,CSS,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,FLOOD,True,5,THINK,-----,5,5,LLM,GRADE,---Y-,5,5,CSS,DEBTS,Y----,5.0,5.0,LLM,FLOYD,GGG-G,1.0,1.0,CSS,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
27,APPLY,True,4,THINK,-----,5,5,LLM,SADLY,-Y-GG,3,3,CSS,REALY,--YGG,3.0,3.0,LLM,APPLY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,SMILE,True,4,THINK,--G--,4,4,LLM,PRIMO,--GY-,4,4,CSS,MAILS,Y-GGY,3.0,3.0,LLM,SMILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
