game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
1,PHOTO,True,3,THERE,YG---,4,4,LLM,SHOUT,-GG-Y,3,3,CSS,PHOTO,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PARTY,True,3,THEIR,Y---Y,5,5,LLM,SURAT,--GYY,4,4,CSS,PARTY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TRICK,True,3,STARE,-Y-Y-,5,5,LLM,TROUT,GG---,3,3,CSS,TRICK,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,DIRTY,True,3,THINK,Y-Y--,5,5,LLM,RITES,YGY--,4,4,CSS,DIRTY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,USUAL,True,3,CRANE,--Y--,5,5,LLM,SALAD,Y-YG-,4,4,CSS,USUAL,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TRULY,True,4,THEIR,G---Y,4,4,LLM,TORUS,G-YY-,4,3,CSS,TRUMP,GGG--,2,2,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SPENT,True,5,OTHER,-Y-Y-,5,5,LLM,SLATE,G--YY,4,4,CSS,SETUP,GYY-Y,4,4,LLM,SWEPT,G-GYG,2.0,2.0,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,PAUSE,True,4,THEIR,--Y--,5,5,LLM,LANES,-G-YY,4,4,CSS,CAUSE,-GGGG,1,1,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CRAZY,True,5,OTHER,----Y,5,5,LLM,RAINS,YY---,5,4,CSS,ARRAY,YG--G,3,3,LLM,GRADY,-GG-G,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BASES,False,6,WORLD,-----,5,5,LLM,SIENA,Y-Y-Y,5,5,CSS,GAMES,-G-GG,2,2,LLM,CATES,-G-GG,2.0,2.0,CSS,HAYES,-G-GG,2.0,2.0,LLM,EAVES,-G-GG,2.0,2.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,YOUNG,True,4,WORLD,-G---,4,4,LLM,CONST,-GY--,4,4,CSS,GOING,-G-GG,2,2,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,MEANS,True,4,THINK,---G-,4,4,LLM,LEANS,-GGGG,1,1,CSS,BEANS,-GGGG,1,1,LLM,MEANS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,TRUTH,True,3,ABOUT,---YY,5,4,LLM,TUNES,GY---,4,4,CSS,TRUTH,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,FIRED,True,4,WHERE,--YY-,5,4,LLM,AIRED,-GGGG,1,1,CSS,TIRED,-GGGG,1,1,LLM,FIRED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,FOLKS,True,4,THINK,----Y,5,5,LLM,BARKS,---GG,3,3,CSS,LOOKS,YG-GG,2,2,LLM,FOLKS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
