game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,5,REINS,-----,5,5,VOI,BAMBA,-----,5,5,LLM,WOULD,-Y---,5,5,LLM,CHOCO,-GG-G,2,2,LLM,PHOTO,GGGGG,0,0,LLM,,,,,
2,PARTY,True,4,AROSE,YY---,5,4,VOI,CHARM,--YY-,5,4,LLM,DARYL,-GGY-,3,3,LLM,PARTY,GGGGG,0,0,LLM,,,,,,,,,,
3,TRICK,True,3,REALS,Y----,5,5,VOI,THIRD,G-GY-,3,3,LLM,TRICK,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
4,DIRTY,True,4,OATES,--Y--,5,5,VOI,LIGHT,-G--Y,4,4,LLM,TIMID,YG--Y,4,4,LLM,DIRTY,GGGGG,0,0,LLM,,,,,,,,,,
5,USUAL,True,4,RAISE,-Y-Y-,5,5,VOI,SWATH,Y-Y--,5,4,LLM,ASSOC,YG---,4,4,LLM,USUAL,GGGGG,0,0,LLM,,,,,,,,,,
6,TRULY,True,3,SIENA,-----,5,5,VOI,WOULD,--GG-,3,3,LLM,TRULY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
7,SPENT,True,4,AIRES,---YY,5,5,VOI,STOKE,GY--Y,4,4,LLM,SMELT,G-G-G,2,2,LLM,SPENT,GGGGG,0,0,LLM,,,,,,,,,,
8,PAUSE,True,4,NEARS,-YY-Y,5,4,VOI,HASTE,-GY-G,3,3,LLM,SABLE,YG--G,3,3,LLM,PAUSE,GGGGG,0,0,LLM,,,,,,,,,,
9,CRAZY,False,6,ARISE,YG---,4,4,VOI,CRAFT,GGG--,2,2,LLM,CRANK,GGG--,2,2,LLM,CRABB,GGG--,2,2,LLM,CRAWL,GGG--,2,2,LLM,CRAMP,GGG--,2,2,LLM
10,BASES,False,6,REALS,-YY-G,4,4,VOI,DATES,-G-GG,2,2,LLM,FAKES,-G-GG,2,2,LLM,SAVES,YG-GG,2,2,LLM,CASES,-GGGG,1,1,LLM,EASES,-GGGG,1,1,LLM
11,YOUNG,True,5,SADIE,-----,5,5,VOI,TUTOR,-Y-Y-,5,5,LLM,MOGUL,-GYY-,4,4,LLM,BOUGH,-GGY-,3,3,LLM,YOUNG,GGGGG,0,0,LLM,,,,,
12,MEANS,True,4,SLATE,Y-G-Y,4,4,VOI,HEARS,-GG-G,2,2,LLM,BEANS,-GGGG,1,1,LLM,MEANS,GGGGG,0,0,LLM,,,,,,,,,,
13,TRUTH,True,5,AIRES,--Y--,5,5,VOI,PROOF,-G---,4,4,LLM,TRUNK,GGG--,2,2,LLM,TRULY,GGG--,2,2,LLM,TRUTH,GGGGG,0,0,LLM,,,,,
14,FIRED,False,6,EARNS,Y-G--,4,4,VOI,HORDE,--GYY,4,4,LLM,DERBY,YYG--,4,4,LLM,CURED,--GGG,2,2,LLM,MIRED,-GGGG,1,1,LLM,TIRED,-GGGG,1,1,LLM
15,FOLKS,True,5,AISLE,--YY-,5,5,VOI,SLOWS,-YY-G,4,4,LLM,BASED,--Y--,5,5,LLM,LOTUS,YG--G,3,3,LLM,FOLKS,GGGGG,0,0,LLM,,,,,
16,CHILE,True,5,REALS,-Y-G-,4,4,VOI,DWELL,--YG-,4,4,LLM,FOYLE,---GG,3,3,LLM,THULE,-G-GG,2,2,LLM,CHILE,GGGGG,0,0,LLM,,,,,
17,BLACK,True,4,MARES,-Y---,5,5,VOI,LOCAL,Y-YY-,5,4,LLM,CLACK,-GGGG,1,1,LLM,BLACK,GGGGG,0,0,LLM,,,,,,,,,,
18,GRANT,True,4,AROSE,YG---,4,4,VOI,BRAIN,-GG-Y,3,3,LLM,GRAND,GGGG-,1,1,LLM,GRANT,GGGGG,0,0,LLM,,,,,,,,,,
19,MEALS,True,3,EARLS,YY-GG,3,2,VOI,HEALS,-GGGG,1,1,LLM,MEALS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
20,CREAM,True,6,SAUER,-Y-YY,5,5,VOI,READY,YYY--,5,3,LLM,TREAT,-GGG-,2,2,LLM,OREAL,-GGG-,2,2,LLM,FREAK,-GGG-,2,2,LLM,CREAM,GGGGG,0,0,LLM
21,AWAKE,True,3,ELIAS,Y--Y-,5,5,VOI,TAKEN,-YYY-,5,3,LLM,AWAKE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
22,OCCUR,True,4,RAISE,Y----,5,5,VOI,TROLL,-YY--,5,5,LLM,HONOR,-Y--G,4,4,LLM,OCCUR,GGGGG,0,0,LLM,,,,,,,,,,
23,YEARS,True,5,TASER,-YYYY,5,5,VOI,SCARE,Y-GGY,3,3,LLM,FEARS,-GGGG,1,1,LLM,REARS,-GGGG,1,1,LLM,YEARS,GGGGG,0,0,LLM,,,,,
24,GRADE,True,2,REALS,YYG--,4,4,VOI,GRADE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,
25,CHILL,True,4,AIRES,-Y---,5,5,VOI,LOGIC,Y--YY,5,5,LLM,CLICK,GYG--,3,3,LLM,CHILL,GGGGG,0,0,LLM,,,,,,,,,,
26,FLOOD,True,3,LEANS,Y----,5,5,VOI,FLOOR,GGGG-,1,1,LLM,FLOOD,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
27,APPLY,True,4,AILES,G-Y--,4,4,VOI,ALWAY,GY--G,3,3,LLM,APTLY,GG-GG,1,1,LLM,APPLY,GGGGG,0,0,LLM,,,,,,,,,,
28,SMILE,True,3,EARLS,Y--GY,4,4,VOI,SPELL,G-YG-,3,3,LLM,SMILE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
29,KNOCK,True,3,AROSE,--G--,4,4,VOI,GIVEN,----Y,5,5,LLM,KNOCK,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
30,SLEEP,True,3,ANISE,---YY,5,5,VOI,LOSER,Y-YG-,4,4,LLM,SLEEP,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
31,BRICK,True,3,ARISE,-GG--,3,3,VOI,BRING,GGG--,2,2,LLM,BRICK,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
32,WROTE,True,6,RAISE,Y---G,4,4,VOI,MERGE,--Y-G,4,4,LLM,PROBE,-GG-G,2,2,LLM,CRONE,-GG-G,2,2,LLM,TROVE,YGG-G,2,2,LLM,WROTE,GGGGG,0,0,LLM
33,RATED,False,6,ARIES,YY-G-,4,4,VOI,LAVER,-G-GY,3,3,LLM,MARED,-GYGG,2,2,LLM,RAGED,GG-GG,1,1,LLM,RACED,GG-GG,1,1,LLM,RAZED,GG-GG,1,1,LLM
34,ALERT,True,4,AROSE,GY--Y,4,4,VOI,ADDER,G--YY,4,3,LLM,AVERT,G-GGG,1,1,LLM,ALERT,GGGGG,0,0,LLM,,,,,,,,,,
35,CAGES,False,6,EARLS,YG--G,3,3,VOI,SAFES,-G-GG,2,2,LLM,GAZES,YG-GG,2,2,LLM,PAGES,-GGGG,1,1,LLM,MAGES,-GGGG,1,1,LLM,WAGES,-GGGG,1,1,LLM
36,TEDDY,True,5,NEARS,-G---,4,4,VOI,LEECH,-G---,4,4,LLM,TEMPT,GG---,3,3,LLM,TEBOW,GG---,3,3,LLM,TEDDY,GGGGG,0,0,LLM,,,,,
37,COLES,False,6,TEARS,-Y--G,4,4,VOI,GUESS,--Y-G,4,4,LLM,LINES,Y--GG,3,3,LLM,MOLES,-GGGG,1,1,LLM,FOLES,-GGGG,1,1,LLM,HOLES,-GGGG,1,1,LLM
38,HWANG,True,4,REALS,--G--,4,4,VOI,CHAFF,-YG--,4,4,LLM,HYATT,G-G--,3,3,LLM,HWANG,GGGGG,0,0,LLM,,,,,,,,,,
39,WRATH,True,3,LANES,-Y---,5,5,VOI,CHART,-YGYY,4,4,LLM,WRATH,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
40,MACHO,True,3,AROSE,Y-Y--,5,5,VOI,LOGAN,-Y-Y-,5,5,LLM,MACHO,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
41,LOPEZ,True,4,EARLS,Y--Y-,5,5,VOI,LOUIE,GG--Y,3,3,LLM,LOVED,GG-G-,2,2,LLM,LOPEZ,GGGGG,0,0,LLM,,,,,,,,,,
42,GOODY,True,5,EARLS,-----,5,5,VOI,DUTCH,Y----,5,5,LLM,WINDY,---GG,3,3,LLM,MOODY,-GGGG,1,1,LLM,GOODY,GGGGG,0,0,LLM,,,,,
43,BROTH,True,6,ARISE,-G---,4,4,VOI,PROUD,-GG--,3,3,LLM,GROWN,-GG--,3,3,LLM,CROFT,-GG-Y,3,3,LLM,TROLL,YGG--,3,3,LLM,BROTH,GGGGG,0,0,LLM
44,VERDE,False,6,REALS,YG---,4,4,VOI,MERIT,-GG--,3,3,LLM,FERRY,-GG--,3,3,LLM,VERVE,GGG-G,1,1,LLM,VERGE,GGG-G,1,1,LLM,VERNE,GGG-G,1,1,LLM
45,TAMED,True,3,LASER,-G-G-,3,3,VOI,CAVED,-G-GG,2,2,LLM,TAMED,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
46,LEAFS,True,6,STEAL,Y-YYY,5,4,VOI,HEALS,-GGYG,2,2,LLM,LEAPS,GGG-G,1,1,LLM,LEANS,GGG-G,1,1,LLM,LEAKS,GGG-G,1,1,LLM,LEAFS,GGGGG,0,0,LLM
47,YACHT,True,3,AROSE,Y----,5,5,VOI,TAMMY,YG--Y,4,4,LLM,YACHT,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
48,MESSY,True,3,RAISE,---GY,4,4,VOI,GUESS,--YGY,4,3,LLM,MESSY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
