game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,CRANE,-----,5,5,LLM,PLOTS,G-GG-,2,2,VOI,PHOTO,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
2,PARTY,True,4,CRANE,-YY--,5,5,LLM,SARAH,-GG--,3,3,VOI,MARTY,-GGGG,1,1,VOI,PARTY,GGGGG,0,0,CSS,,,,,,,,,,
3,TRICK,True,2,CRANE,YG---,4,4,LLM,TRICK,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
4,DIRTY,True,3,CRANE,-Y---,5,5,LLM,DORIS,G-GY-,3,3,VOI,DIRTY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
5,USUAL,True,4,CRANE,--Y--,5,5,LLM,ALISA,YY-Y-,5,5,VOI,HALLS,-YY-Y,5,5,VOI,USUAL,GGGGG,0,0,CSS,,,,,,,,,,
6,TRULY,True,4,CRANE,-G---,4,4,LLM,GROOT,-G--Y,4,4,VOI,TRIMS,GG---,3,3,VOI,TRULY,GGGGG,0,0,CSS,,,,,,,,,,
7,SPENT,True,3,CRANE,---GY,4,4,LLM,SHENG,G-GG-,2,2,VOI,SPENT,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
8,PAUSE,True,5,CRANE,--Y-G,4,4,LLM,AGILE,Y---G,4,4,VOI,HAUTE,-GG-G,2,2,VOI,MAUVE,-GG-G,2,2,CSS,PAUSE,GGGGG,0,0,CSS,,,,,
9,CRAZY,True,4,CRANE,GGG--,2,2,LLM,CRAPS,GGG--,2,2,VOI,CRACK,GGG--,2,2,VOI,CRAZY,GGGGG,0,0,CSS,,,,,,,,,,
10,BASES,True,6,CRANE,--Y-Y,5,4,LLM,TALES,-G-GG,2,2,VOI,MAGES,-G-GG,2,2,VOI,WAVES,-G-GG,2,2,CSS,SAKES,YG-GG,2,2,CSS,BASES,GGGGG,0,0,CSS
11,YOUNG,True,4,CRANE,---G-,4,4,LLM,USING,Y--GG,3,3,VOI,MYUNG,-YGGG,2,2,VOI,YOUNG,GGGGG,0,0,CSS,,,,,,,,,,
12,MEANS,True,5,CRANE,--GGY,3,3,LLM,DEANS,-GGGG,1,1,VOI,LEANS,-GGGG,1,1,VOI,JEANS,-GGGG,1,1,CSS,MEANS,GGGGG,0,0,CSS,,,,,
13,TRUTH,True,4,CRANE,-G---,4,4,LLM,PROST,-G--Y,4,4,VOI,TRUDY,GGG--,2,2,VOI,TRUTH,GGGGG,0,0,CSS,,,,,,,,,,
14,FIRED,True,5,CRANE,-Y--Y,5,5,LLM,MEIER,--YGY,4,4,VOI,RITES,YG-G-,3,3,VOI,HIRED,-GGGG,1,1,CSS,FIRED,GGGGG,0,0,CSS,,,,,
