game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,THERE,YG---,4,4,LLM,SHOUT,-GG-Y,3,3,VOI_REPAIR,PHOTO,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
2,PARTY,True,2,AROSE,YY---,5,4,LLM,PARTY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,
3,TRICK,True,4,THING,G-G--,3,3,LLM,TRIED,GGG--,2,2,LLM,TRIPS,GGG--,2,2,LLM,TRICK,GGGGG,0,0,LLM,,,,,,,,,,
4,DIRTY,True,4,ARISE,-YY--,5,5,VOI_REPAIR,RIGHT,YG--Y,4,4,LLM,VITRO,-GYY-,4,4,LLM,DIRTY,GGGGG,0,0,LLM,,,,,,,,,,
5,USUAL,True,3,STILL,Y---G,4,4,LLM,BASAL,--YGG,3,3,LLM,USUAL,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
6,TRULY,True,5,THERE,G--Y-,4,4,LLM,TRICK,GG---,3,3,VOI_REPAIR,TRAPS,GG---,3,3,VOI_REPAIR,TROLL,GG-G-,2,2,LLM,TRULY,GGGGG,0,0,LLM,,,,,
7,SPENT,True,4,WORLD,-----,5,5,LLM,SANTI,G-YY-,4,3,VOI_REPAIR,STUNT,G--GG,2,2,LLM,SPENT,GGGGG,0,0,LLM,,,,,,,,,,
8,PAUSE,True,4,WORLD,-----,5,5,LLM,THINK,-----,5,5,LLM,GAMES,-G-YY,4,4,LLM,PAUSE,GGGGG,0,0,LLM,,,,,,,,,,
9,CRAZY,False,6,COULD,G----,4,4,LLM,CARAT,GYY--,4,3,VOI_REPAIR,CRAVE,GGG--,2,2,LLM,CRAPS,GGG--,2,2,VOI_REPAIR,CRACK,GGG--,2,2,VOI_REPAIR,CRAIG,GGG--,2,2,LLM
10,BASES,True,3,START,Y-Y--,5,5,LLM,CASES,-GGGG,1,1,LLM,BASES,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
11,YOUNG,True,4,THREE,-----,5,5,LLM,WOMAN,-G--Y,4,4,LLM,GOONS,YG-G-,3,3,LLM,YOUNG,GGGGG,0,0,LLM,,,,,,,,,,
12,MEANS,True,4,WORLD,-----,5,5,LLM,HAPPY,-Y---,5,5,LLM,STAGE,Y-G-Y,4,4,LLM,MEANS,GGGGG,0,0,LLM,,,,,,,,,,
13,TRUTH,True,3,THING,GY---,4,4,LLM,TOOTH,G--GG,2,2,LLM,TRUTH,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
14,FIRED,False,6,STATE,----Y,5,5,LLM,GREEN,-Y-G-,4,4,LLM,LOWER,---GY,4,4,LLM,CURED,--GGG,2,2,LLM,MIRED,-GGGG,1,1,LLM,HIRED,-GGGG,1,1,LLM
15,FOLKS,True,6,OTHER,Y----,5,5,LLM,WOULD,-G-Y-,4,4,LLM,LOCAL,YG---,4,4,LLM,SOLIS,-GG-G,2,2,LLM,YOLKS,-GGGG,1,1,LLM,FOLKS,GGGGG,0,0,LLM
16,CHILE,True,5,THREE,-G--G,3,3,LLM,CHASE,GG--G,2,2,LLM,CHOKE,GG--G,2,2,LLM,CHIME,GGG-G,1,1,LLM,CHILE,GGGGG,0,0,LLM,,,,,
17,BLACK,True,5,ARISE,Y----,5,5,VOI_REPAIR,PLANT,-GG--,3,3,LLM,FLACK,-GGGG,1,1,LLM,CLACK,-GGGG,1,1,LLM,BLACK,GGGGG,0,0,LLM,,,,,
18,GRANT,True,3,THING,Y--GY,4,4,LLM,GAUNT,GY-GG,2,2,LLM,GRANT,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
19,MEALS,True,3,THERE,--Y--,5,5,LLM,MODEL,G--YY,4,4,LLM,MEALS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
20,CREAM,True,4,RIGHT,Y----,5,5,LLM,WORDS,--Y--,5,5,LLM,CRAZY,GGY--,3,3,VOI_REPAIR,CREAM,GGGGG,0,0,LLM,,,,,,,,,,
21,AWAKE,True,5,THING,-----,5,5,LLM,WOULD,Y----,5,5,LLM,CREWS,--YY-,5,5,LLM,KWAME,YGG-G,2,2,LLM,AWAKE,GGGGG,0,0,VOI_REPAIR,,,,,
22,OCCUR,True,4,INNER,----G,4,4,LLM,STARR,----G,4,4,LLM,LUXOR,-Y-YG,4,4,LLM,OCCUR,GGGGG,0,0,LLM,,,,,,,,,,
23,YEARS,True,2,STARE,Y-GGY,3,3,VOI_REPAIR,YEARS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,
24,GRADE,True,3,GIVEN,G--Y-,4,4,LLM,GREAT,GGYY-,3,3,LLM,GRADE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
25,CHILL,True,3,COULD,G--G-,3,3,LLM,CALLE,G-YG-,3,3,LLM,CHILL,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
26,FLOOD,True,3,THESE,-----,5,5,LLM,COULD,-Y-YG,4,4,LLM,FLOOD,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
27,APPLY,True,4,THERE,-----,5,5,LLM,UNION,-----,5,5,LLM,SMALL,--YG-,4,4,LLM,APPLY,GGGGG,0,0,LLM,,,,,,,,,,
28,SMILE,True,5,WHICH,--G--,4,4,LLM,BEING,-YG--,4,4,LLM,SPIKE,G-G-G,2,2,LLM,SLIDE,GYG-G,2,2,LLM,SMILE,GGGGG,0,0,VOI_REPAIR,,,,,
29,KNOCK,True,4,EARTH,-----,5,5,LLM,FLOOD,--G--,4,4,VOI_REPAIR,SNOWS,-GG--,3,3,LLM,KNOCK,GGGGG,0,0,LLM,,,,,,,,,,
30,SLEEP,True,5,EVERY,Y-G--,4,4,LLM,THESE,--GYY,4,4,LLM,NEEDS,-YG-Y,4,4,LLM,SWEEP,G-GGG,1,1,LLM,SLEEP,GGGGG,0,0,LLM,,,,,
31,BRICK,True,3,THERE,---Y-,5,5,LLM,CROSS,YG---,4,4,LLM,BRICK,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
32,WROTE,True,2,WORLD,GYY--,4,4,LLM,WROTE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,
33,RATED,True,4,WORLD,--Y-G,4,4,LLM,GUARD,--YYG,4,4,LLM,ARMED,YY-GG,3,3,LLM,RATED,GGGGG,0,0,LLM,,,,,,,,,,
34,ALERT,True,3,THING,Y----,5,5,LLM,RATED,YYYY-,5,4,VOI_REPAIR,ALERT,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
35,CAGES,False,6,THING,----Y,5,5,LLM,GROUP,Y----,5,5,LLM,LEGAL,-YGY-,4,4,LLM,MAGEE,-GGG-,2,2,LLM,WAGES,-GGGG,1,1,LLM,SAGES,-GGGG,1,1,LLM
36,TEDDY,True,3,THERE,G-Y--,4,4,LLM,TIMED,G--YY,4,4,LLM,TEDDY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
37,COLES,False,6,THING,-----,5,5,LLM,WORLD,-G-Y-,4,4,LLM,FOLKS,-GG-G,2,2,VOI_REPAIR,BOLUS,-GG-G,2,2,LLM,SOLES,-GGGG,1,1,LLM,POLES,-GGGG,1,1,LLM
38,HWANG,True,4,ARISE,Y----,5,5,VOI_REPAIR,HOLLA,G---Y,4,4,LLM,HAUNT,GY-G-,3,3,LLM,HWANG,GGGGG,0,0,LLM,,,,,,,,,,
39,WRATH,True,3,THERE,YY-Y-,5,5,LLM,NORTH,--YGG,3,3,LLM,WRATH,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
40,MACHO,True,5,STATE,--Y--,5,5,LLM,LOCAL,-YGY-,4,4,LLM,JACOB,-GGY-,3,3,LLM,MACRO,GGG-G,1,1,LLM,MACHO,GGGGG,0,0,LLM,,,,,
41,LOPEZ,True,4,CRIST,-----,5,5,LLM,GALEN,--YG-,4,4,VOI_REPAIR,BEVEL,---GY,4,4,LLM,LOPEZ,GGGGG,0,0,VOI_REPAIR,,,,,,,,,,
42,GOODY,True,5,START,-----,5,5,LLM,CHILL,-----,5,5,VOI_REPAIR,EDGED,-YY--,5,5,VOI_REPAIR,GOWDY,GG-GG,1,1,LLM,GOODY,GGGGG,0,0,LLM,,,,,
43,BROTH,True,5,THING,YY---,5,5,LLM,HOSTS,YY-G-,4,4,LLM,CLOTH,--GGG,2,2,LLM,FROTH,-GGGG,1,1,LLM,BROTH,GGGGG,0,0,LLM,,,,,
44,VERDE,True,5,START,---Y-,5,5,LLM,WORLD,--G-Y,4,4,LLM,DERBY,YGG--,3,3,LLM,VERDI,GGGG-,1,1,LLM,VERDE,GGGGG,0,0,LLM,,,,,
45,TAMED,True,5,WORDS,---Y-,5,5,LLM,DEPTH,YY-Y-,5,5,LLM,MUTED,Y-YGG,3,3,LLM,TIMED,G-GGG,1,1,LLM,TAMED,GGGGG,0,0,LLM,,,,,
46,LEAFS,False,6,THERE,--Y--,5,5,LLM,MOVES,---YG,4,4,LLM,DEALS,-GGYG,2,2,LLM,LEAPS,GGG-G,1,1,LLM,LEAKS,GGG-G,1,1,LLM,LEANS,GGG-G,1,1,LLM
47,YACHT,True,3,WORLD,-----,5,5,LLM,YEATS,G-YY-,4,4,VOI_REPAIR,YACHT,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
48,MESSY,True,4,THINK,-----,5,5,LLM,GEARS,-G--Y,4,4,VOI_REPAIR,JESSE,-GGG-,2,2,LLM,MESSY,GGGGG,0,0,LLM,,,,,,,,,,
49,RYDER,True,4,THING,-----,5,5,LLM,WORDS,--YY-,5,5,LLM,RAKED,G--GY,3,3,VOI_REPAIR,RYDER,GGGGG,0,0,LLM,,,,,,,,,,
50,MOTIF,True,4,WORLD,-G---,4,4,LLM,GOING,-GY--,4,4,LLM,SOFIA,-GYG-,3,3,LLM,MOTIF,GGGGG,0,0,LLM,,,,,,,,,,
51,RAVEN,True,5,THERE,--YY-,5,5,LLM,ORDER,-Y-G-,4,4,LLM,RULES,G--G-,3,3,LLM,RIVEN,G-GGG,1,1,VOI_REPAIR,RAVEN,GGGGG,0,0,LLM,,,,,
52,REICH,True,3,THERE,-YYY-,5,5,LLM,REHAB,GGY--,3,3,LLM,REICH,GGGGG,0,0,VOI_REPAIR,,,,,,,,,,,,,,,
53,ICONS,True,3,GIVEN,-Y--Y,5,4,LLM,JOINS,-YYGG,3,3,LLM,ICONS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
54,SILKY,True,5,ABOUT,-----,5,5,LLM,WHICH,--Y--,5,5,LLM,LIVEN,YG---,4,4,LLM,GIRLS,-G-YY,4,4,LLM,SILKY,GGGGG,0,0,LLM,,,,,
55,CARVE,True,4,THERE,---YG,4,4,LLM,GRADE,-YY-G,4,4,VOI_REPAIR,RAINE,YG--G,3,3,LLM,CARVE,GGGGG,0,0,LLM,,,,,,,,,,
56,LAGER,False,6,THERE,--YY-,5,4,LLM,RAVEN,YG-G-,3,3,VOI_REPAIR,BARED,-GYG-,3,3,LLM,PAPER,-G-GG,2,2,LLM,LASER,GG-GG,1,1,LLM,LAYER,GG-GG,1,1,LLM
57,JERKS,True,6,STATE,Y---Y,5,5,LLM,RESIN,YGY--,4,4,VOI_REPAIR,PEERS,-G-YG,3,3,LLM,HERBS,-GG-G,2,2,LLM,GERMS,-GG-G,2,2,VOI_REPAIR,JERKS,GGGGG,0,0,LLM
58,LOTUS,True,4,THERE,Y----,5,5,LLM,STAFF,YY---,5,5,LLM,POSIT,-GY-Y,4,4,VOI_REPAIR,LOTUS,GGGGG,0,0,LLM,,,,,,,,,,
59,LACEY,True,4,RIGHT,-----,5,5,LLM,COMES,Y--G-,4,4,LLM,PACED,-GGG-,2,2,LLM,LACEY,GGGGG,0,0,LLM,,,,,,,,,,
60,TUDOR,True,5,THREE,G-Y--,4,4,LLM,TRUSS,GYY--,4,4,LLM,TUTOR,GG-GG,1,1,LLM,TUMOR,GG-GG,1,1,LLM,TUDOR,GGGGG,0,0,LLM,,,,,
61,QUOTA,True,5,REARS,--Y--,5,5,LLM,DAILY,-Y---,5,5,LLM,TONGA,YY--G,4,4,VOI_REPAIR,OUTTA,YG-GG,2,2,LLM,QUOTA,GGGGG,0,0,VOI_REPAIR,,,,,
62,MOURN,True,4,EARTH,--Y--,5,5,LLM,BRICK,-Y---,5,5,VOI_REPAIR,ROUND,YGGY-,3,3,LLM,MOURN,GGGGG,0,0,LLM,,,,,,,,,,
63,PROMO,True,4,MIGHT,Y----,5,5,LLM,DEMAR,--Y-Y,5,5,VOI_REPAIR,FORMS,-YYG-,4,4,LLM,PROMO,GGGGG,0,0,LLM,,,,,,,,,,
64,CASTE,True,5,RATES,-GYYY,4,3,VOI_REPAIR,TASTE,-GGGG,1,1,LLM,HASTE,-GGGG,1,1,LLM,WASTE,-GGGG,1,1,LLM,CASTE,GGGGG,0,0,LLM,,,,,
65,CAPRI,True,4,STATE,--Y--,5,5,LLM,LOCAL,--YY-,5,5,LLM,CIRCA,GYY-Y,4,4,VOI_REPAIR,CAPRI,GGGGG,0,0,LLM,,,,,,,,,,
66,ALIAS,True,4,WHICH,--G--,4,4,LLM,SMILE,Y-GY-,4,4,LLM,BLISS,-GG-G,2,2,LLM,ALIAS,GGGGG,0,0,LLM,,,,,,,,,,
67,PADDY,True,5,THESE,-----,5,5,LLM,FINAL,---Y-,5,5,LLM,MAYOR,-GY--,4,4,LLM,DADDY,-GGGG,1,1,LLM,PADDY,GGGGG,0,0,LLM,,,,,
68,BLOBS,True,5,START,Y----,5,5,LLM,GUESS,----G,4,4,LLM,BOOKS,G-G-G,2,2,LLM,BLOWS,GGG-G,1,1,LLM,BLOBS,GGGGG,0,0,LLM,,,,,
69,DILLY,False,6,THERE,-----,5,5,LLM,COLBY,--G-G,3,3,VOI_REPAIR,WILLY,-GGGG,1,1,LLM,LILLY,-GGGG,1,1,LLM,GILLY,-GGGG,1,1,LLM,NILLY,-GGGG,1,1,LLM
70,GUTSY,True,4,THING,Y---Y,5,5,LLM,STAGE,YY-Y-,5,5,LLM,GUSTY,GGYYG,2,2,LLM,GUTSY,GGGGG,0,0,LLM,,,,,,,,,,
71,TABOR,True,5,AROMA,YYY--,5,4,LLM,ROYAL,YY-Y-,5,5,LLM,FAVOR,-G-GG,2,2,LLM,GATOR,-GYGG,2,2,LLM,TABOR,GGGGG,0,0,LLM,,,,,
72,INLAY,True,5,SINCE,-YY--,5,4,LLM,THING,--YY-,5,5,LLM,INDIA,GG--Y,3,3,LLM,INMAN,GG-G-,2,2,LLM,INLAY,GGGGG,0,0,LLM,,,,,
73,AHHHH,True,4,WORLD,-----,5,5,LLM,THINS,-G---,4,4,LLM,CHAMP,-GY--,4,4,LLM,AHHHH,GGGGG,0,0,VOI_REPAIR,,,,,,,,,,
