game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GPBR,True,5,RRRR,1B0W,LLM,1372,YORG,0B2W,VOI,399,BRGW,0B3W,VOI,38,RGWP,0B3W,VOI,3,GPBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
2,RYGO,True,5,RRGB,2B0W,LLM,229,RWYB,1B1W,VOI,58,KROB,0B2W,VOI,6,RKGW,2B0W,VOI,2,RYGO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
3,OYGW,True,6,RGYB,0B2W,LLM,936,GKWR,0B2W,VOI,200,KRBO,0B1W,VOI,36,PWRY,0B2W,VOI,8,WYOG,1B3W,VOI,1,OYGW,4B0W,VOI,1,,,,,,,,,,,,,,,,
4,YKBP,True,6,RGOB,0B1W,LLM,976,YPRW,1B1W,VOI,179,YRKK,1B1W,VOI,20,BYKW,0B3W,VOI,3,YKWO,2B0W,VOI,1,YKBP,4B0W,VOI,1,,,,,,,,,,,,,,,,
5,YOOO,True,5,RGYB,0B1W,LLM,976,YKWO,2B0W,VOI,64,YYPO,2B0W,VOI,7,BKPO,1B0W,VOI,1,YOOO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
6,BGPK,True,6,RGOB,1B1W,LLM,660,RKGY,0B2W,VOI,141,WYOG,0B1W,VOI,26,PRYB,0B2W,VOI,5,GGPR,2B0W,VOI,1,BGPK,4B0W,VOI,1,,,,,,,,,,,,,,,,
7,GWRK,True,7,RRRR,1B0W,LLM,1372,PRGB,0B2W,VOI,399,OWBR,1B1W,VOI,78,WGWR,0B3W,VOI,8,GWRY,3B0W,VOI,2,GWRG,3B0W,VOI,1,GWRK,4B0W,VOI,1,,,,,,,,,,,,
8,GYGR,True,6,RRRR,1B0W,LLM,1372,GGWR,2B1W,VOI,38,GWKR,2B0W,VOI,4,GBGR,3B0W,VOI,3,GPGR,3B0W,VOI,2,GYGR,4B0W,VOI,1,,,,,,,,,,,,,,,,
9,PPRR,True,5,RGOB,0B1W,LLM,976,YKBP,0B1W,VOI,174,WYGW,0B0W,VOI,16,PRRR,3B0W,VOI,3,PPRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
10,RORO,True,6,RRRR,2B0W,LLM,294,PPRR,1B1W,VOI,144,KRKR,0B2W,VOI,25,RBRG,2B0W,VOI,9,RYRW,2B0W,VOI,1,RORO,4B0W,VOI,1,,,,,,,,,,,,,,,,
11,RYPO,True,6,RRRR,1B0W,LLM,1372,BYGR,1B1W,VOI,258,GWKR,0B1W,VOI,36,BROB,0B2W,VOI,7,OYRP,1B3W,VOI,1,RYPO,4B0W,VOI,1,,,,,,,,,,,,,,,,
12,GYKK,True,6,RRRR,0B0W,LLM,2401,WOYO,0B1W,VOI,616,BWGP,0B1W,VOI,83,YKPK,1B2W,VOI,9,KPPY,0B2W,VOI,1,GYKK,4B0W,VOI,1,,,,,,,,,,,,,,,,
13,YYKK,True,4,RRRR,0B0W,LLM,2401,YKKY,2B2W,VOI,4,KYKY,2B2W,VOI,2,YYKK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
14,YWPG,True,6,RRRR,0B0W,LLM,2401,YGYK,1B1W,VOI,376,YKPP,2B0W,VOI,29,YKWO,1B1W,VOI,8,YOPY,2B0W,VOI,1,YWPG,4B0W,VOI,1,,,,,,,,,,,,,,,,
15,RYYG,True,6,RRRR,1B0W,LLM,1372,OPYR,1B1W,VOI,258,GOGR,0B2W,VOI,48,RWYG,3B0W,VOI,3,RKYG,3B0W,VOI,2,RYYG,4B0W,VOI,1,,,,,,,,,,,,,,,,
16,YGYO,True,7,RGBY,1B1W,LLM,660,OYBP,0B2W,VOI,141,RORB,0B1W,VOI,41,BGPK,1B0W,VOI,15,BWYY,1B1W,VOI,4,WGYO,3B0W,VOI,1,YGYO,4B0W,VOI,1,,,,,,,,,,,,
17,PWWO,True,6,RRRR,0B0W,LLM,2401,YYOG,0B1W,VOI,616,KGBP,0B1W,VOI,83,BWWY,2B0W,VOI,8,BBWO,2B0W,VOI,1,PWWO,4B0W,VOI,1,,,,,,,,,,,,,,,,
18,YOGW,True,4,RRRR,0B0W,LLM,2401,BOWW,2B0W,VOI,161,BBWY,0B2W,VOI,9,YOGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
19,KGYK,True,6,RRRR,0B0W,LLM,2401,BOBW,0B0W,VOI,256,YYKK,1B2W,VOI,20,KYPY,1B1W,VOI,3,GKKY,0B4W,VOI,1,KGYK,4B0W,VOI,1,,,,,,,,,,,,,,,,
20,OYOP,True,6,RRRR,0B0W,LLM,2401,YPYK,0B2W,VOI,366,GKKY,0B1W,VOI,58,KOPW,0B2W,VOI,12,BYWP,2B0W,VOI,2,OYOP,4B0W,VOI,1,,,,,,,,,,,,,,,,
21,RRPW,True,4,RRRR,2B0W,LLM,294,RBRO,1B1W,VOI,100,PPRR,0B3W,VOI,8,RRPW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
22,BOYY,True,6,RGYB,1B1W,LLM,660,RYPO,0B2W,VOI,141,BROB,1B1W,VOI,18,WGOR,0B1W,VOI,6,KPRB,0B1W,VOI,1,BOYY,4B0W,VOI,1,,,,,,,,,,,,,,,,
23,PPRP,True,5,RRRR,1B0W,LLM,1372,GYKR,0B1W,VOI,192,BROB,0B1W,VOI,16,RWPW,0B2W,VOI,1,PPRP,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
24,WYOY,True,6,RRRR,0B0W,LLM,2401,OOPB,0B1W,VOI,616,PWWK,0B1W,VOI,126,WGYO,1B2W,VOI,10,KYGO,1B1W,VOI,3,WYOY,4B0W,VOI,1,,,,,,,,,,,,,,,,
25,OYOO,True,7,RGOB,1B0W,LLM,500,RWRW,0B0W,VOI,192,OYOP,3B0W,VOI,9,PYOP,2B0W,VOI,5,OYOK,3B0W,VOI,2,OYOY,3B0W,VOI,1,OYOO,4B0W,VOI,1,,,,,,,,,,,,
26,BYKG,True,5,RRYY,0B1W,LLM,864,OYBO,1B1W,VOI,137,PYOP,1B0W,VOI,25,OGOR,0B1W,VOI,11,BYKG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
27,YYOY,True,6,RRRR,0B0W,LLM,2401,BYWG,1B0W,VOI,256,OYOY,3B0W,VOI,9,OYOO,2B0W,VOI,6,KYOY,3B0W,VOI,2,YYOY,4B0W,VOI,1,,,,,,,,,,,,,,,,
28,WYRW,True,5,RRRR,1B0W,LLM,1372,OBWR,0B2W,VOI,399,RWYG,0B3W,VOI,42,WRPY,1B2W,VOI,5,WYRW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
29,GWRW,True,6,RGYB,0B2W,LLM,936,YPRW,2B0W,VOI,66,OBRW,2B0W,VOI,7,GRRW,3B0W,VOI,2,GKRW,3B0W,VOI,1,GWRW,4B0W,VOI,1,,,,,,,,,,,,,,,,
30,GYPK,True,6,RGYB,0B2W,LLM,936,WRKG,0B2W,VOI,200,OBRW,0B0W,VOI,16,YPGK,1B3W,VOI,3,PKGY,0B4W,VOI,1,GYPK,4B0W,VOI,1,,,,,,,,,,,,,,,,
31,PRWR,True,6,RGOB,0B1W,LLM,976,PPGY,1B0W,VOI,166,PRRR,3B0W,VOI,6,PWRR,2B2W,VOI,2,PRRW,2B2W,VOI,1,PRWR,4B0W,VOI,1,,,,,,,,,,,,,,,,
32,GOYR,True,5,RRRR,1B0W,LLM,1372,RWPW,0B1W,VOI,375,ORBB,0B2W,VOI,78,YYRO,0B3W,VOI,2,GOYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
33,WWKO,True,5,RRRR,0B0W,LLM,2401,KYOY,0B2W,VOI,366,YPGK,0B1W,VOI,53,OOYW,0B2W,VOI,7,WWKO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
34,WORG,True,6,RGYB,0B2W,LLM,936,GWRR,1B2W,VOI,27,BRRW,1B1W,VOI,10,KRGR,0B2W,VOI,2,WPRG,3B0W,VOI,1,WORG,4B0W,VOI,1,,,,,,,,,,,,,,,,
35,OGPP,True,7,RRRR,0B0W,LLM,2401,KOOW,0B1W,VOI,616,PKGY,0B2W,VOI,134,WYWP,1B0W,VOI,16,YYKK,0B0W,VOI,2,OGBP,3B0W,VOI,1,OGPP,4B0W,VOI,1,,,,,,,,,,,,
36,RWOY,True,7,RRRR,1B0W,LLM,1372,OYRO,0B3W,VOI,53,GOYR,0B3W,VOI,13,RPOY,3B0W,VOI,3,RBOY,3B0W,VOI,2,RKOY,3B0W,VOI,1,RWOY,4B0W,VOI,1,,,,,,,,,,,,
37,KBPY,True,7,RRRR,0B0W,LLM,2401,OGPP,1B0W,VOI,378,OOKO,0B1W,VOI,94,KGYK,1B1W,VOI,21,KYPY,3B0W,VOI,4,KYPB,2B2W,VOI,1,KBPY,4B0W,VOI,1,,,,,,,,,,,,
38,GKKP,True,6,RRRR,0B0W,LLM,2401,KBPY,0B2W,VOI,582,YYKK,1B1W,VOI,66,OKKB,2B0W,VOI,6,PKKP,3B0W,VOI,4,GKKP,4B0W,VOI,1,,,,,,,,,,,,,,,,
39,PRYO,True,7,RRRR,1B0W,LLM,1372,RBKY,0B2W,VOI,399,OOBR,0B2W,VOI,76,YYRO,1B2W,VOI,6,YROW,1B2W,VOI,2,GRYO,3B0W,VOI,1,PRYO,4B0W,VOI,1,,,,,,,,,,,,
40,GBRW,True,8,RRRR,1B0W,LLM,1372,GROW,2B1W,VOI,48,GRYO,1B1W,VOI,16,GKRW,3B0W,VOI,4,GWRW,3B0W,VOI,3,GGRW,3B0W,VOI,2,GPRW,3B0W,VOI,1,GBRW,4B0W,VOI,1,,,,,,,,
41,OWOG,True,7,RGOB,1B1W,LLM,660,GGRW,0B2W,VOI,90,RRPG,1B0W,VOI,29,WROY,1B1W,VOI,4,BRWB,0B1W,VOI,2,KWOG,3B0W,VOI,1,OWOG,4B0W,VOI,1,,,,,,,,,,,,
42,WPBB,True,5,RGOB,1B0W,LLM,500,RRPW,0B2W,VOI,41,PYWB,1B2W,VOI,5,WYOP,1B1W,VOI,2,WPBB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
43,YROK,True,5,RGYB,0B2W,LLM,936,GKBP,0B1W,VOI,180,BRRW,1B0W,VOI,39,KROY,2B2W,VOI,3,YROK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
