game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GPBR,True,4,RGYB,0B3W,LLM,224,YRBP,1B2W,VOI,28,YBKR,1B1W,VOI,3,GPBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
2,RYGO,True,7,RGYW,1B2W,LLM,204,YBRW,0B2W,VOI,70,RYPG,2B1W,VOI,5,RYGK,3B0W,VOI,3,RYGY,3B0W,VOI,2,RYGR,3B0W,VOI,1,RYGO,4B0W,VOI,1,,,,,,,,,,,,
3,OYGW,True,4,RGYW,1B2W,LLM,204,RYGO,2B1W,VOI,9,RYKG,1B1W,VOI,1,OYGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
4,YKBP,True,5,RGBW,1B0W,LLM,500,YGOP,2B0W,VOI,39,GGKP,1B1W,VOI,10,OGOK,0B1W,VOI,1,YKBP,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
5,YOOO,True,5,RGYB,0B1W,LLM,976,KYOW,1B1W,VOI,179,KOBP,1B0W,VOI,28,KKWG,0B0W,VOI,3,YOOO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
6,BGPK,True,7,RGBW,1B1W,LLM,660,RPGY,0B2W,VOI,141,KYBR,0B2W,VOI,27,PRKW,0B2W,VOI,5,YGWK,2B0W,VOI,3,GGRK,2B0W,VOI,1,BGPK,4B0W,VOI,1,,,,,,,,,,,,
7,GWRK,True,5,RGYW,0B3W,LLM,224,YPRG,1B1W,VOI,52,YBWR,0B2W,VOI,8,WROG,0B3W,VOI,1,GWRK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
8,GYGR,True,5,RGBW,0B2W,LLM,936,PYGR,3B0W,VOI,10,OYGR,3B0W,VOI,3,YYGR,3B0W,VOI,2,GYGR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
9,PPRR,True,4,RGBW,0B1W,LLM,976,PYWP,1B1W,VOI,154,PKPR,2B1W,VOI,8,PPRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
10,RORO,True,4,RGBW,1B0W,LLM,500,YKBP,0B0W,VOI,24,OGOG,0B2W,VOI,1,RORO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
11,RYPO,True,5,RGBW,1B0W,LLM,500,GGKO,1B0W,VOI,72,RORO,2B0W,VOI,8,RPYO,2B2W,VOI,1,RYPO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
12,GYKK,True,6,RGBW,0B1W,LLM,976,PPRR,0B0W,VOI,333,WYOY,1B0W,VOI,49,OBOK,1B0W,VOI,7,WWKK,2B0W,VOI,1,GYKK,4B0W,VOI,1,,,,,,,,,,,,,,,,
13,YYKK,True,4,RGYB,0B1W,LLM,976,KOBO,0B1W,VOI,238,PRKW,1B0W,VOI,21,YYKK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
14,YWPG,True,7,RGBW,0B2W,LLM,936,GYKR,0B2W,VOI,200,YBRO,1B0W,VOI,26,KWRK,1B0W,VOI,14,YWGY,2B1W,VOI,2,YWWG,3B0W,VOI,1,YWPG,4B0W,VOI,1,,,,,,,,,,,,
15,RYYG,True,7,RGBW,1B1W,LLM,660,YROW,0B2W,VOI,141,OGRK,0B2W,VOI,24,KYBR,1B1W,VOI,9,RYPG,3B0W,VOI,2,RYGG,3B0W,VOI,1,RYYG,4B0W,VOI,1,,,,,,,,,,,,
16,YGYO,True,5,RGBW,1B0W,LLM,500,ROYY,1B2W,VOI,11,RYPO,1B1W,VOI,3,OYYW,1B2W,VOI,1,YGYO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
17,PWWO,True,6,RGBW,0B1W,LLM,976,GYKK,0B0W,VOI,114,PPRR,1B0W,VOI,14,OPWO,2B1W,VOI,3,OPOB,0B2W,VOI,1,PWWO,4B0W,VOI,1,,,,,,,,,,,,,,,,
18,YOGW,True,4,RGYB,0B2W,LLM,936,WYGP,1B2W,VOI,64,YWGY,2B1W,VOI,2,YOGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
19,KGYK,True,5,RGBW,1B0W,LLM,500,YGYO,2B0W,VOI,46,RPYO,1B0W,VOI,16,GGOO,1B0W,VOI,1,KGYK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
20,OYOP,True,5,RGBW,0B0W,LLM,256,PPOY,1B2W,VOI,40,PYPK,1B1W,VOI,7,YYOP,3B0W,VOI,1,OYOP,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
21,RRPW,True,5,RGBW,2B0W,LLM,216,POBW,1B1W,VOI,52,OGYW,1B0W,VOI,10,RPKW,2B1W,VOI,2,RRPW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
22,BOYY,True,6,RGBW,0B1W,LLM,976,BPOO,1B1W,VOI,154,PWWO,0B1W,VOI,56,BBPP,1B0W,VOI,8,KBOK,0B2W,VOI,1,BOYY,4B0W,VOI,1,,,,,,,,,,,,,,,,
23,PPRP,True,6,ROBY,0B1W,LLM,976,KGYK,0B0W,VOI,114,PWWO,1B0W,VOI,11,PPRR,3B0W,VOI,3,PPPR,2B2W,VOI,1,PPRP,4B0W,VOI,1,,,,,,,,,,,,,,,,
24,WYOY,True,5,RGBW,0B1W,LLM,976,POPR,0B1W,VOI,238,KBOK,1B0W,VOI,35,BBYP,0B1W,VOI,18,WYOY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
25,OYOO,True,5,RGBW,0B0W,LLM,256,OYPY,2B0W,VOI,29,OPPP,1B0W,VOI,10,OOOY,2B2W,VOI,1,OYOO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
26,BYKG,True,5,RGBW,0B2W,LLM,936,YBOR,0B2W,VOI,196,BPGY,1B2W,VOI,11,GRPY,0B2W,VOI,8,BYKG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
27,YYOY,True,6,RGYO,0B2W,LLM,936,BYGP,1B0W,VOI,102,WYOY,3B0W,VOI,6,WYOW,2B0W,VOI,4,WYRY,2B0W,VOI,3,YYOY,4B0W,VOI,1,,,,,,,,,,,,,,,,
28,WYRW,True,6,RGBW,1B1W,LLM,660,RPGY,0B2W,VOI,141,OGRK,1B0W,VOI,23,BGYG,0B1W,VOI,4,YWRW,2B2W,VOI,1,WYRW,4B0W,VOI,1,,,,,,,,,,,,,,,,
29,GWRW,True,5,RGBW,1B2W,LLM,204,GPBR,1B1W,VOI,40,WGOR,0B3W,VOI,9,GYRW,3B0W,VOI,3,GWRW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
30,GYPK,True,5,RGYB,0B2W,LLM,936,GRWW,1B0W,VOI,158,PYBW,1B1W,VOI,22,KRBP,0B2W,VOI,1,GYPK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
31,PRWR,True,6,RGYW,0B2W,LLM,936,GOOY,0B0W,VOI,97,KWRK,0B2W,VOI,25,WRBB,1B1W,VOI,4,WPPR,1B2W,VOI,1,PRWR,4B0W,VOI,1,,,,,,,,,,,,,,,,
32,GOYR,True,5,RGBW,0B2W,LLM,936,PRWR,1B0W,VOI,198,GYGR,2B1W,VOI,8,YKGR,1B2W,VOI,2,GOYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
33,WWKO,True,6,RGBW,0B1W,LLM,976,OBYK,0B2W,VOI,228,WYOY,1B1W,VOI,38,GYPO,1B0W,VOI,6,WOKO,3B0W,VOI,2,WWKO,4B0W,VOI,1,,,,,,,,,,,,,,,,
34,WORG,True,5,RGYW,0B3W,LLM,224,YKGR,0B2W,VOI,61,WYBG,2B0W,VOI,10,WYRY,2B0W,VOI,4,WORG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
35,OGPP,True,7,RGYB,1B0W,LLM,500,RWPK,1B0W,VOI,62,RORO,0B1W,VOI,16,OWWB,1B0W,VOI,6,OKYK,1B0W,VOI,2,OGPG,3B0W,VOI,1,OGPP,4B0W,VOI,1,,,,,,,,,,,,
36,RWOY,True,8,RWYB,2B1W,LLM,72,RPYW,1B2W,VOI,14,BWYP,1B1W,VOI,5,RWGY,3B0W,VOI,4,RWKY,3B0W,VOI,3,RWWY,3B0W,VOI,2,RWRY,3B0W,VOI,1,RWOY,4B0W,VOI,1,,,,,,,,
37,KBPY,True,6,RGBW,0B1W,LLM,976,KWKO,1B0W,VOI,159,GYPO,1B1W,VOI,35,BPOO,0B2W,VOI,2,PYKB,0B4W,VOI,1,KBPY,4B0W,VOI,1,,,,,,,,,,,,,,,,
38,GKKP,True,5,RGBW,0B1W,LLM,976,KBPY,0B2W,VOI,228,BPOO,0B1W,VOI,61,WWKP,2B0W,VOI,5,GKKP,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
39,PRYO,True,6,RGBW,0B1W,LLM,976,WKPP,0B1W,VOI,238,GOYK,1B1W,VOI,51,KBOK,0B1W,VOI,12,OWYY,1B1W,VOI,2,PRYO,4B0W,VOI,1,,,,,,,,,,,,,,,,
40,GBRW,True,3,RGBW,1B3W,LLM,8,WRBG,0B4W,VOI,3,GBRW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
