game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GPBR,True,5,ROYG,0B2W,LLM,936,KROW,0B1W,VOI,188,GPBO,3B0W,VOI,6,GPGO,2B0W,VOI,3,GPBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
2,RYGO,True,5,RGBY,1B2W,LLM,204,GPBR,0B2W,VOI,70,WBGY,1B1W,VOI,13,BYRY,1B1W,VOI,3,RYGO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
3,OYGW,True,5,RGBO,0B2W,LLM,936,BYGW,3B0W,VOI,12,BYGY,2B0W,VOI,7,BYOW,2B1W,VOI,1,OYGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
4,YKBP,True,6,RGBY,1B1W,LLM,660,YPBO,2B1W,VOI,16,BYBO,1B1W,VOI,6,OPBR,1B1W,VOI,2,YWBP,3B0W,VOI,1,YKBP,4B0W,VOI,1,,,,,,,,,,,,,,,,
5,YOOO,True,5,RGBO,1B0W,LLM,500,KYBP,0B1W,VOI,117,WGGY,0B1W,VOI,32,RWKR,0B0W,VOI,3,YOOO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
6,BGPK,True,6,RGYB,1B1W,LLM,660,YGGW,1B0W,VOI,118,BGPO,3B0W,VOI,5,BGBO,2B0W,VOI,2,BGPP,3B0W,VOI,1,BGPK,4B0W,VOI,1,,,,,,,,,,,,,,,,
7,GWRK,True,5,RRGG,0B2W,LLM,216,GPBR,1B1W,VOI,58,GGPO,1B0W,VOI,18,KGKR,0B3W,VOI,4,GWRK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
8,GYGR,True,6,ROYG,0B3W,LLM,224,OYGW,2B0W,VOI,24,OBGR,2B0W,VOI,8,OYKR,2B0W,VOI,3,PYGR,3B0W,VOI,2,GYGR,4B0W,VOI,1,,,,,,,,,,,,,,,,
9,PPRR,True,6,RGRG,1B1W,LLM,456,GWRK,1B0W,VOI,76,PYRR,3B0W,VOI,7,OYRR,2B0W,VOI,3,PRRR,3B0W,VOI,2,PPRR,4B0W,VOI,1,,,,,,,,,,,,,,,,
10,RORO,True,5,ROYG,2B0W,LLM,216,YOYO,2B0W,VOI,28,YGYG,0B0W,VOI,6,ROWO,3B0W,VOI,5,RORO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
