game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,4,RGYW,0B2W,LLM,312,YRBO,2B0W,VOI,27,ORWO,1B0W,VOI,7,GRBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,3,RGYW,2B1W,LLM,48,YGBW,2B1W,VOI,3,RGBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,4,RGYB,1B1W,LLM,252,RWGW,1B0W,VOI,42,YWBB,0B3W,VOI,3,BYYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,5,RGYW,1B2W,LLM,132,RWOY,1B1W,VOI,24,WGGY,2B1W,VOI,3,YGWY,3B0W,VOI,1,BGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
5,BROG,True,4,RGYW,0B2W,LLM,312,GBBR,0B3W,VOI,11,ORGB,1B3W,VOI,1,BROG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,4,RGYW,1B2W,LLM,132,BGWY,3B0W,VOI,6,YGWY,3B0W,VOI,3,GGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,4,RGYW,2B0W,LLM,96,BYYW,1B0W,VOI,26,GGOW,2B0W,VOI,5,RWOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,4,RGYW,1B2W,LLM,132,YGWG,1B1W,VOI,32,BGRY,2B0W,VOI,2,WGRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,4,RGYW,1B1W,LLM,252,RORY,2B0W,VOI,18,RBRG,1B0W,VOI,3,ROWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
10,WYYY,True,5,RGYW,1B1W,LLM,252,RWOO,0B1W,VOI,56,GOYY,2B0W,VOI,4,YRYY,2B1W,VOI,1,WYYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
11,ORRR,True,4,RGYW,0B1W,LLM,152,OBGB,1B0W,VOI,14,OOOR,2B0W,VOI,2,ORRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
12,RGOW,True,4,RGYW,3B0W,LLM,20,RGYO,2B1W,VOI,3,OGYW,2B1W,VOI,2,RGOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
13,RGOG,True,5,RGYW,2B0W,LLM,96,RWOW,2B0W,VOI,14,OGOW,2B0W,VOI,3,RGOR,3B0W,VOI,2,RGOG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
14,RWGW,True,4,RGYB,1B1W,LLM,252,WGRR,0B3W,VOI,12,ROGW,3B0W,VOI,1,RWGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
15,BRBY,True,4,RGYW,0B2W,LLM,312,BROG,2B0W,VOI,27,BRWB,2B1W,VOI,2,BRBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
16,BGGB,True,4,RGYW,1B0W,LLM,108,RBOR,0B1W,VOI,26,BGGG,3B0W,VOI,3,BGGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
17,OOOB,True,3,RGYW,0B0W,LLM,16,BBBO,0B2W,VOI,1,OOOB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WOGB,True,6,RGYW,0B2W,LLM,312,WRBB,2B0W,VOI,31,WROO,1B1W,VOI,6,ORGB,2B1W,VOI,2,ORBY,0B2W,VOI,1,WOGB,4B0W,VOI,1,,,,,,,,,,,,,,,,
19,RGYR,True,5,RGYB,3B0W,LLM,20,RGOB,2B0W,VOI,12,RGYY,3B0W,VOI,3,RGYG,3B0W,VOI,2,RGYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
20,WGWY,True,4,RGYW,1B2W,LLM,132,BGRY,2B0W,VOI,10,WGRR,2B0W,VOI,3,WGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
21,GWGW,True,5,RGYB,0B1W,LLM,152,ORRR,0B0W,VOI,21,WWBW,2B0W,VOI,3,BBBW,1B0W,VOI,1,GWGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
22,YWWG,True,5,RGYB,0B2W,LLM,312,BOBG,1B0W,VOI,44,BYWW,1B2W,VOI,3,WYBY,0B2W,VOI,1,YWWG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
23,BRYG,True,5,RGYW,1B2W,LLM,132,WGBR,0B3W,VOI,26,RWOG,1B1W,VOI,6,RYWB,0B3W,VOI,1,BRYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
24,OGYG,True,4,RGYW,2B0W,LLM,96,RGOG,2B1W,VOI,6,GGOW,1B2W,VOI,1,OGYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
25,WYYR,True,5,RGYW,1B2W,LLM,132,RBWY,0B3W,VOI,26,BRYG,1B1W,VOI,7,YROW,0B3W,VOI,2,WYYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
26,BYOW,True,4,RGYB,0B2W,LLM,312,YWWG,0B2W,VOI,43,WYBY,1B2W,VOI,1,BYOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
27,RRBG,True,5,RGYB,1B2W,LLM,132,ORGB,1B2W,VOI,17,RBGW,1B2W,VOI,3,BGGR,0B3W,VOI,2,RRBG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
