game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,5,GOLDS,-Y---,5,5,VOI,GRAND,-----,5,5,LLM,CHOKE,-GG--,3,3,LLM,WHOOP,-GGYY,3,3,LLM,PHOTO,GGGGG,0,0,LLM,,,,,
2,PARTY,True,5,ARSED,YY---,5,4,VOI,BRANS,-YY--,5,5,LLM,CRABS,-YY--,5,5,LLM,MARIO,-GG--,3,3,LLM,PARTY,GGGGG,0,0,LLM,,,,,
3,TRICK,False,6,EARNS,--Y--,5,5,VOI,SANEI,----Y,5,5,LLM,FRUIT,-G-YY,4,4,LLM,TRILL,GGG--,2,2,LLM,TRIPP,GGG--,2,2,LLM,STICK,-YGGG,2,2,LLM
4,DIRTY,True,4,ARIES,-YY--,5,5,VOI,TURIN,Y-GY-,4,4,LLM,FIRTH,-GGG-,2,2,LLM,DIRTY,GGGGG,0,0,LLM,,,,,,,,,,
5,USUAL,True,5,AROSE,Y--Y-,5,5,VOI,BRAVO,--Y--,5,5,LLM,BREWS,----Y,5,5,LLM,SAINT,YY---,5,5,LLM,USUAL,GGGGG,0,0,LLM,,,,,
6,TRULY,True,6,SIENA,-----,5,5,VOI,ZIGGS,-----,5,5,LLM,GRAYS,-G-Y-,4,4,LLM,PROXY,-G--G,3,3,LLM,TRUDY,GGG-G,1,1,LLM,TRULY,GGGGG,0,0,LLM
7,SPENT,True,3,AROSE,---YY,5,5,VOI,SLEET,G-G-G,2,2,LLM,SPENT,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
8,PAUSE,True,4,STALE,Y-Y-G,4,4,VOI,RAISE,-G-GG,2,2,LLM,CAUSE,-GGGG,1,1,LLM,PAUSE,GGGGG,0,0,LLM,,,,,,,,,,
9,CRAZY,False,6,AILES,Y----,5,5,VOI,BELLO,-----,5,5,LLM,CLUES,G----,4,4,LLM,CHARM,G-GY-,3,3,LLM,CRANK,GGG--,2,2,LLM,CRAFT,GGG--,2,2,LLM
10,BASES,True,4,AIRES,Y--GG,3,3,VOI,GATES,-G-GG,2,2,LLM,EASES,-GGGG,1,1,LLM,BASES,GGGGG,0,0,LLM,,,,,,,,,,
11,YOUNG,True,4,LANES,--Y--,5,5,VOI,GRIND,Y--G-,4,4,LLM,THONG,--YGG,3,3,LLM,YOUNG,GGGGG,0,0,LLM,,,,,,,,,,
