game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,4,CANON,---Y-,5,5,LLM,POLES,GY---,4,4,VOI,PROMO,G-G-G,2,2,VOI,PHOTO,GGGGG,0,0,VOI,,,,,,,,,,
2,PARTY,True,2,TEARY,Y-YYG,4,3,LLM,PARTY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
3,TRICK,True,4,BRAVA,-G---,4,4,LLM,PROTO,-G-Y-,4,4,VOI,TRIES,GGG--,2,2,VOI,TRICK,GGGGG,0,0,VOI,,,,,,,,,,
4,DIRTY,True,4,HOUSE,-----,5,5,LLM,LIMIT,-G--Y,4,4,VOI,TITAN,YG---,4,4,VOI,DIRTY,GGGGG,0,0,VOI,,,,,,,,,,
5,USUAL,True,4,STUFF,Y-G--,4,4,LLM,HOURS,--G-Y,4,4,VOI,AMUSE,Y-GY-,4,4,VOI,USUAL,GGGGG,0,0,VOI,,,,,,,,,,
6,TRULY,True,3,SPARE,---Y-,5,5,LLM,DIRTY,--YYG,4,4,VOI,TRULY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
7,SPENT,True,4,GABLE,----Y,5,5,LLM,TREES,Y-G-Y,4,4,VOI,SCENT,G-GGG,1,1,VOI,SPENT,GGGGG,0,0,VOI,,,,,,,,,,
8,PAUSE,True,4,GREEN,--Y--,5,5,LLM,AMUSE,Y-GGG,2,2,VOI,CAUSE,-GGGG,1,1,VOI,PAUSE,GGGGG,0,0,VOI,,,,,,,,,,
9,CRAZY,True,2,CLARY,G-GYG,2,2,LLM,CRAZY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
10,BASES,True,3,BRAID,G-Y--,4,4,LLM,BATES,GG-GG,1,1,VOI,BASES,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
