game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,3,TALES,Y----,5,5,CSS,MOUTH,-Y-GY,4,4,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
2,PARTY,True,4,RAINS,YG---,4,4,CSS,LAYER,-GY-Y,4,4,LLM,CAMRY,-G-YG,3.0,3.0,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
3,TRICK,True,2,RAINE,Y-G--,4,4,CSS,TRICK,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
4,DIRTY,True,4,BALES,-----,5,5,CSS,HOUSE,-----,5,5,LLM,DINKY,GG--G,2.0,2.0,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
5,USUAL,True,3,LAPSE,YY-Y-,5,5,CSS,SHALL,Y-Y-G,4,3,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
6,TRULY,True,3,SANTO,---Y-,5,5,CSS,THEME,G----,4,4,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
7,SPENT,True,4,TRACE,Y---Y,5,5,CSS,STEET,G-G-G,2,2,LLM,SPELT,GGG-G,1.0,1.0,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
8,PAUSE,True,3,NORSE,---GG,3,3,CSS,THESE,---GG,3,3,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
9,CRAZY,True,4,SHARE,--GY-,4,4,CSS,BRAIN,-GG--,3,3,LLM,CRAFT,GGG--,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
10,BASES,False,6,TEARS,-YY-G,4,4,CSS,MAKES,-G-GG,2,2,LLM,CASES,-GGGG,1.0,1.0,CSS,EASES,-GGGG,1.0,1.0,LLM,VASES,-GGGG,1.0,1.0,CSS,GASES,-GGGG,1.0,1.0,LLM,0
11,YOUNG,True,4,AIDES,-----,5,5,CSS,COLOR,-G---,4,4,LLM,MONTH,-GY--,4.0,4.0,CSS,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
12,MEANS,True,3,ROSIE,--Y-Y,5,5,CSS,MAKES,GY-YG,3,3,LLM,MEANS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
13,TRUTH,True,3,SENOR,----Y,5,5,CSS,TRAIL,GG---,3,3,LLM,TRUTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
14,FIRED,True,4,HALES,---G-,4,4,CSS,POWER,---GY,4,4,LLM,TRIED,-YYGG,3.0,3.0,CSS,FIRED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
15,FOLKS,True,4,READS,----G,4,4,CSS,LOOKS,YG-GG,2,2,LLM,YOLKS,-GGGG,1.0,1.0,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
16,CHILE,True,4,SIREN,-Y-Y-,5,4,CSS,GUIDE,--G-G,3,3,LLM,CLIVE,GYG-G,2.0,2.0,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
17,BLACK,True,5,EARLS,-Y-Y-,5,5,CSS,LOCAL,Y-YY-,5,4,LLM,CLANK,YGG-G,2.0,2.0,CSS,FLACK,-GGGG,1.0,1.0,LLM,BLACK,GGGGG,0.0,0.0,CSS,,,,,,0
18,GRANT,True,4,RANTS,YYYY-,5,2,CSS,TRAIN,YGG-Y,3,3,LLM,BRANT,-GGGG,1.0,1.0,CSS,GRANT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
19,MEALS,True,6,SAULT,YY-G-,4,4,CSS,GOALS,--GGG,2,2,LLM,DEALS,-GGGG,1.0,1.0,CSS,HEALS,-GGGG,1.0,1.0,LLM,REALS,-GGGG,1.0,1.0,CSS,MEALS,GGGGG,0.0,0.0,LLM,0
20,CREAM,True,4,SPARE,--YYY,5,5,CSS,GREAT,-GGG-,2,2,LLM,BREAD,-GGG-,2.0,2.0,CSS,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
21,AWAKE,True,4,MEALS,-YG--,4,4,CSS,GRADE,--G-G,3,3,LLM,ABATE,G-G-G,2.0,2.0,CSS,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
22,OCCUR,True,4,STARE,---Y-,5,5,CSS,BRING,-Y---,5,5,LLM,CURLY,YYY--,5.0,4.0,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
23,YEARS,True,4,REALS,YGG-G,2,2,CSS,TEARS,-GGGG,1,1,LLM,FEARS,-GGGG,1.0,1.0,CSS,YEARS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
24,GRADE,True,4,SABRE,-Y-YG,4,4,CSS,GRAZE,GGG-G,1,1,LLM,GRATE,GGG-G,1.0,1.0,CSS,GRADE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
25,CHILL,True,4,RAISE,--G--,4,4,CSS,THINK,-GG--,3,3,LLM,CHILI,GGGG-,1.0,1.0,CSS,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
26,FLOOD,True,4,SADIE,--Y--,5,5,CSS,CLOUD,-GG-G,2,2,LLM,BLOOD,-GGGG,1.0,1.0,CSS,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
27,APPLY,True,4,RAINE,-Y---,5,5,CSS,ABOUT,G----,4,4,LLM,ASLAM,G-Y--,4.0,4.0,CSS,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
28,SMILE,True,2,SLATE,GY--G,3,3,CSS,SMILE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
29,KNOCK,True,4,FADES,-----,5,5,CSS,COURT,YY---,5,5,LLM,BLOCK,--GGG,2.0,2.0,CSS,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
30,SLEEP,True,4,CANES,---GY,4,4,CSS,SPEER,GYGG-,2,2,LLM,STEEP,G-GGG,1.0,1.0,CSS,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
31,BRICK,True,3,IRATE,YG---,4,4,CSS,BRING,GGG--,2,2,LLM,BRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
32,WROTE,True,3,RANTS,Y--G-,4,4,CSS,WORTH,GYYG-,3,3,LLM,WROTE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
33,RATED,True,3,RAINE,GG--Y,3,3,CSS,RATES,GGGG-,1,1,LLM,RATED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
34,ALERT,True,2,ARENT,GYG-G,2,2,CSS,ALERT,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
35,CAGES,False,6,AILES,Y--GG,3,3,CSS,MAKES,-G-GG,2,2,LLM,CATES,GG-GG,1.0,1.0,CSS,CAPES,GG-GG,1.0,1.0,LLM,CANES,GG-GG,1.0,1.0,CSS,CARES,GG-GG,1.0,1.0,LLM,0
