game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,4,CANES,-----,5,5,CSS,HOUSE,YY---,5,4,LLM,BROTH,--GGY,3.0,3.0,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
2,PARTY,True,4,DEANS,--Y--,5,5,CSS,LABOR,-G--Y,4,4,LLM,MARTA,-GGG-,2.0,2.0,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
3,TRICK,True,4,EARLS,--Y--,5,5,CSS,ROUND,Y----,5,5,LLM,CRYPT,YG--Y,4.0,4.0,CSS,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
4,DIRTY,True,4,HARES,--G--,4,4,CSS,WORLD,--G-Y,4,4,LLM,BIRDY,-GGYG,2.0,2.0,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
5,USUAL,True,3,DATES,-Y--Y,5,5,CSS,SHALL,Y-Y-G,4,3,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
6,TRULY,True,4,ROSIE,Y----,5,5,CSS,GRANT,-G--Y,4,4,LLM,TRUDY,GGG-G,1.0,1.0,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
7,SPENT,True,3,LANES,--YYY,5,5,CSS,SPINE,GG-GY,2,2,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
8,PAUSE,True,3,LEAKS,-YY-Y,5,4,CSS,SAUCE,YGG-G,2,2,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
9,CRAZY,True,4,TALES,-Y---,5,5,CSS,GRAIN,-GG--,3,3,LLM,DRACO,-GGY-,3.0,3.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
10,BASES,True,6,NEARS,-YY-G,4,4,CSS,MAKES,-G-GG,2,2,LLM,CATES,-G-GG,2.0,2.0,CSS,PALES,-G-GG,2.0,2.0,LLM,VASES,-GGGG,1.0,1.0,CSS,BASES,GGGGG,0.0,0.0,LLM,0
11,YOUNG,True,3,RAIDS,-----,5,5,CSS,MONEY,-GY-Y,4,4,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
12,MEANS,True,3,HARES,-Y-YG,4,4,CSS,BEANS,-GGGG,1,1,LLM,MEANS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
13,TRUTH,True,3,LINES,-----,5,5,CSS,TOUCH,G-G-G,2,2,LLM,TRUTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
14,FIRED,True,3,RAINS,Y-Y--,5,5,CSS,TIGER,-G-GY,3,3,LLM,FIRED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
15,FOLKS,True,4,HOLES,-GG-G,2,2,CSS,POLLS,-GG-G,2,2,LLM,FOLDS,GGG-G,1.0,1.0,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
16,CHILE,True,3,CAPES,G--Y-,4,4,CSS,CHECK,GGY--,3,3,LLM,CHILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
17,BLACK,True,4,CAINE,YY---,5,5,CSS,TRACK,--GGG,2,2,LLM,SLACK,-GGGG,1.0,1.0,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
18,GRANT,True,4,HAIRS,-Y-Y-,5,5,CSS,GRADE,GGG--,2,2,LLM,GRAFT,GGG-G,1.0,1.0,CSS,GRANT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
19,MEALS,True,5,KEATS,-GG-G,2,2,CSS,LEANS,YGG-G,2,2,LLM,HEALS,-GGGG,1.0,1.0,CSS,DEALS,-GGGG,1.0,1.0,LLM,MEALS,GGGGG,0.0,0.0,CSS,,,,,,0
20,CREAM,True,5,EARNS,YYY--,5,5,CSS,HEART,-YYY-,5,4,LLM,DREAM,-GGGG,1.0,1.0,CSS,BREAM,-GGGG,1.0,1.0,LLM,CREAM,GGGGG,0.0,0.0,CSS,,,,,,0
21,AWAKE,True,4,LOANS,--G--,4,4,CSS,GRADE,--G-G,3,3,LLM,PEAKE,--GGG,2.0,2.0,CSS,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
22,OCCUR,True,4,ROLES,YY---,5,5,CSS,BROWN,-YY--,5,5,LLM,MARCO,--YYY,5.0,5.0,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
23,YEARS,True,4,HORUS,--Y-G,4,4,CSS,TEARS,-GGGG,1,1,LLM,SEARS,-GGGG,1.0,1.0,CSS,YEARS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
24,GRADE,True,5,RAILS,YY---,5,4,CSS,GREAT,GGYY-,3,3,LLM,GRAPE,GGG-G,1.0,1.0,CSS,GRAZE,GGG-G,1.0,1.0,LLM,GRADE,GGGGG,0.0,0.0,CSS,,,,,,0
