game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,5,GIVEN,-----,5,5,LLM,CARBS,-----,5,5,VOI,MOLDY,-Y---,5,5,VOI,WHOOP,-GGYY,3,3,CSS,PHOTO,GGGGG,0,0,CSS,,,,,
2,PARTY,True,5,BURGH,--G--,4,4,LLM,MARES,-GG--,3,3,VOI,CARTA,-GGG-,2,2,VOI,PARTI,GGGG-,1,1,CSS,PARTY,GGGGG,0,0,CSS,,,,,
3,TRICK,True,4,BASED,-----,5,5,LLM,COLIN,Y--Y-,5,5,VOI,PICKY,-YYY-,5,3,VOI,TRICK,GGGGG,0,0,CSS,,,,,,,,,,
4,DIRTY,True,3,WHATS,---G-,4,4,LLM,TRITE,-YYG-,4,4,VOI,DIRTY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
5,USUAL,True,3,BASED,-YY--,5,5,LLM,SLANT,YYY--,5,4,VOI,USUAL,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
6,TRULY,True,4,SPIEL,----Y,5,5,LLM,KOALA,---G-,4,4,VOI,BURLY,-YYGG,3,3,VOI,TRULY,GGGGG,0,0,CSS,,,,,,,,,,
7,SPENT,True,3,GUESS,--GY-,4,4,LLM,SHEET,G-G-G,2,2,VOI,SPENT,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
8,PAUSE,True,3,SAEED,YGY--,4,4,LLM,PASTE,GGY-G,2,2,VOI,PAUSE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
9,CRAZY,True,4,BASED,-Y---,5,5,LLM,CLARA,G-GY-,3,3,VOI,CRANK,GGG--,2,2,VOI,CRAZY,GGGGG,0,0,CSS,,,,,,,,,,
10,BASES,True,5,TERRI,-Y---,5,5,LLM,ANSEL,Y-GG-,3,3,VOI,EASES,-GGGG,1,1,VOI,GASES,-GGGG,1,1,CSS,BASES,GGGGG,0,0,CSS,,,,,
11,YOUNG,True,4,BASED,-----,5,5,LLM,COLIN,-G--Y,4,4,VOI,HORNY,-G-GY,3,3,VOI,YOUNG,GGGGG,0,0,CSS,,,,,,,,,,
12,MEANS,True,4,BASED,-YYY-,5,5,LLM,STARE,Y-G-Y,4,4,VOI,LEAPS,-GG-G,2,2,VOI,MEANS,GGGGG,0,0,CSS,,,,,,,,,,
13,TRUTH,True,4,BASED,-----,5,5,LLM,CRONY,-G---,4,4,VOI,TRILL,GG---,3,3,VOI,TRUTH,GGGGG,0,0,CSS,,,,,,,,,,
14,FIRED,True,3,SMURF,---YY,5,5,LLM,FRIAR,GYY--,4,4,VOI,FIRED,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
15,FOLKS,True,5,BASED,--Y--,5,5,LLM,LIONS,Y-Y-G,4,4,VOI,TOLLS,-GG-G,2,2,VOI,YOLKS,-GGGG,1,1,CSS,FOLKS,GGGGG,0,0,CSS,,,,,
16,CHILE,True,5,GUESS,--Y--,5,5,LLM,LOREN,Y--Y-,5,5,VOI,MILLE,-Y-GG,3,3,VOI,WHILE,-GGGG,1,1,CSS,CHILE,GGGGG,0,0,CSS,,,,,
17,BLACK,True,3,BASED,GY---,4,4,LLM,BRAWN,G-G--,3,3,VOI,BLACK,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
18,GRANT,True,2,GIVEN,G---Y,4,4,LLM,GRANT,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
