game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,THANK,YG---,4,4,LLM,SHORT,-GG-Y,3,3,VOI,PHOTO,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
2,PARTY,True,4,ROYAL,Y-YY-,5,5,LLM,CARRY,-GG-G,2,2,VOI,HARDY,-GG-G,2,2,VOI,PARTY,GGGGG,0,0,CSS,,,,,,,,,,
3,TRICK,True,4,GLINT,--G-Y,4,4,LLM,SHITE,--GY-,4,4,VOI,UTICA,-YGG-,3,3,VOI,TRICK,GGGGG,0,0,CSS,,,,,,,,,,
4,DIRTY,True,4,FLOUR,----Y,5,5,LLM,AIRES,-GG--,3,3,VOI,GIRTH,-GGG-,2,2,VOI,DIRTY,GGGGG,0,0,CSS,,,,,,,,,,
5,USUAL,True,4,BEAST,--YY-,5,5,LLM,MINAS,---GY,4,4,VOI,SARAH,Y--G-,4,4,VOI,USUAL,GGGGG,0,0,CSS,,,,,,,,,,
6,TRULY,True,3,BRAVO,-G---,4,4,LLM,TRIES,GG---,3,3,VOI,TRULY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
7,SPENT,True,3,BROOD,-----,5,5,LLM,LEANS,-Y-GY,4,4,VOI,SPENT,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
8,PAUSE,True,3,QUOTE,-Y--G,4,4,LLM,CAUSE,-GGGG,1,1,VOI,PAUSE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
9,CRAZY,False,6,CAUSE,GY---,4,4,LLM,CHARM,G-GY-,3,3,VOI,CLAIR,G-G-Y,3,3,VOI,CRACK,GGG--,2,2,CSS,CRABB,GGG--,2,2,CSS,CRAFT,GGG--,2,2,CSS
10,BASES,True,4,BRAVE,G-Y-Y,4,3,LLM,BASEL,GGGG-,1,1,VOI,BASED,GGGG-,1,1,VOI,BASES,GGGGG,0,0,CSS,,,,,,,,,,
11,YOUNG,True,2,AGENT,-Y-G-,4,4,LLM,YOUNG,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
12,MEANS,True,3,CORDS,----G,4,4,LLM,TALES,-Y-YG,4,4,VOI,MEANS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
13,TRUTH,True,3,STARE,-Y-Y-,5,5,LLM,TRYIN,GG---,3,3,VOI,TRUTH,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
14,FIRED,True,5,PRICE,-YY-Y,5,4,LLM,INTER,Y--GY,4,4,VOI,AIRES,-GGG-,2,2,VOI,MIRED,-GGGG,1,1,CSS,FIRED,GGGGG,0,0,CSS,,,,,
15,FOLKS,True,5,RALPH,--G--,4,4,LLM,ELLIS,--G-G,3,3,VOI,CULTS,--G-G,3,3,VOI,FOLDS,GGG-G,1,1,CSS,FOLKS,GGGGG,0,0,CSS,,,,,
16,CHILE,True,4,SHARE,-G--G,3,3,LLM,THINE,-GG-G,2,2,VOI,CHIME,GGG-G,1,1,VOI,CHILE,GGGGG,0,0,CSS,,,,,,,,,,
17,BLACK,True,3,RAVES,-Y---,5,5,LLM,ALINA,YG---,4,4,VOI,BLACK,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
18,GRANT,True,4,HOBBS,-----,5,5,LLM,LAYER,-Y--Y,5,5,VOI,TRAIN,YGG-Y,3,3,VOI,GRANT,GGGGG,0,0,CSS,,,,,,,,,,
19,MEALS,True,3,FLASH,-YGY-,4,4,LLM,SCALE,Y-GGY,3,3,VOI,MEALS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
20,CREAM,True,4,QUITE,----Y,5,5,LLM,DARES,-YYY-,5,4,VOI,CLEAR,G-GGY,2,2,VOI,CREAM,GGGGG,0,0,CSS,,,,,,,,,,
21,AWAKE,True,4,THINE,----G,4,4,LLM,EARLE,-Y--G,4,4,VOI,USAGE,--G-G,3,3,VOI,AWAKE,GGGGG,0,0,CSS,,,,,,,,,,
22,OCCUR,True,5,SKIES,-----,5,5,LLM,TONYA,-Y---,5,5,VOI,GLOOM,--Y--,5,5,VOI,OHHHH,G----,4,4,CSS,OCCUR,GGGGG,0,0,CSS,,,,,
23,YEARS,True,3,ROYCE,Y-Y-Y,5,5,LLM,MERRY,-G-GY,3,3,VOI,YEARS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
24,GRADE,False,6,LOGIN,--Y--,5,5,LLM,GEARS,GYGY-,3,3,VOI,GRAPE,GGG-G,1,1,VOI,GRACE,GGG-G,1,1,CSS,GRATE,GGG-G,1,1,CSS,GRAZE,GGG-G,1,1,CSS
25,CHILL,True,4,ADORE,-----,5,5,LLM,LICKS,YYY--,5,5,VOI,CLINT,GYG--,3,3,VOI,CHILL,GGGGG,0,0,CSS,,,,,,,,,,
