game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,5,YROR,2B0W,CSS,105,YWOO,0B0W,CSS,9,RRRR,2B0W,LLM,4,GRGR,3B0W,LLM,2,GRBR,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,4,RBBW,2B0W,CSS,105,RRGW,1B1W,CSS,24,RYBG,2B2W,LLM,2,RGBY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,6,YWOW,1B1W,CSS,230,WWGB,0B2W,CSS,34,YGBO,0B2W,LLM,11,RBYW,2B1W,LLM,3,GRYW,2B0W,LLM,1,BYYW,4B0W,LLM,1,,,,,,,,,,,,,,,,
4,BGWY,True,5,YGWW,2B1W,CSS,40,YWYW,0B2W,CSS,8,WGWR,2B0W,LLM,3,GGWY,3B0W,LLM,2,BGWY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
5,BROG,True,5,RYGG,1B1W,CSS,230,GBOG,2B1W,CSS,11,GGBG,1B1W,LLM,4,GYOB,1B2W,LLM,1,BROG,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,4,BGOR,1B0W,CSS,108,WOOW,0B1W,CSS,20,YRWR,1B1W,LLM,4,GGWY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,4,BYWO,0B2W,CSS,312,OROW,2B1W,CSS,11,OWRW,2B2W,LLM,1,RWOW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,4,WGOO,2B0W,CSS,105,WWBO,1B0W,CSS,27,ROOO,0B1W,LLM,5,WGRR,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,6,OOGR,1B2W,CSS,84,OGRG,0B2W,CSS,14,ROBO,3B0W,LLM,4,ROYO,3B0W,LLM,2,ROOO,3B0W,LLM,1,ROWO,4B0W,LLM,1,,,,,,,,,,,,,,,,
10,WYYY,True,5,YWWB,0B2W,CSS,222,GYBY,2B0W,CSS,25,RYBR,1B0W,LLM,7,GYGW,1B1W,LLM,2,WYYY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
11,ORRR,True,5,GYOR,1B1W,CSS,252,BOOY,0B1W,CSS,50,WYRW,1B0W,LLM,7,GRRB,2B0W,LLM,1,ORRR,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
12,RGOW,True,4,YGRG,1B1W,CSS,230,GGBO,1B1W,CSS,39,RGOR,3B0W,LLM,3,RGOW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
13,RGOG,True,4,YGOO,2B0W,CSS,105,YGBG,2B0W,CSS,19,RGBO,2B1W,LLM,2,RGOG,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
