game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,5,RBWW,0B2W,CSS,222,GYBR,3B0W,LLM,6,GOBR,3B0W,LLM,2,GGBR,3B0W,LLM,1,GRBR,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,6,RGGY,3B0W,CSS,20,RRGY,2B1W,LLM,5,RGYY,3B0W,LLM,3,RGOY,3B0W,LLM,2,RGWY,3B0W,LLM,1,RGBY,4B0W,LLM,1,,,,,,,,,,,,,,,,
3,BYYW,True,4,BWRR,1B1W,CSS,230,YBRB,0B2W,LLM,47,BROG,1B0W,LLM,4,BYYW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,6,BOYB,1B1W,CSS,230,ORYR,0B1W,LLM,49,GWOB,0B3W,LLM,6,WOBO,0B2W,LLM,3,BYWG,2B2W,LLM,2,BGWY,4B0W,LLM,1,,,,,,,,,,,,,,,,
5,BROG,True,2,YRWB,1B1W,CSS,252,BROG,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,4,YWYW,0B2W,CSS,96,WYBO,0B2W,LLM,4,GRWY,3B0W,LLM,2,GGWY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,5,OWWG,1B2W,CSS,84,GWOB,2B0W,LLM,9,WWOW,3B0W,LLM,5,YWOW,3B0W,LLM,1,RWOW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,5,GRGY,0B2W,CSS,222,BYBR,1B0W,LLM,22,OGRR,3B0W,LLM,4,OGWR,2B1W,LLM,1,WGRR,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,3,ROBO,3B0W,CSS,20,RWBO,2B1W,LLM,6,ROWO,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WYYY,True,4,GYYW,2B1W,CSS,40,GYWR,1B1W,LLM,11,GGYY,2B0W,LLM,1,WYYY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
11,ORRR,True,4,WYYR,1B0W,CSS,182,RRBR,2B1W,LLM,8,BROR,2B1W,LLM,1,ORRR,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
12,RGOW,True,4,GYGB,0B1W,CSS,276,WRYO,0B3W,LLM,34,OWRG,0B4W,LLM,1,RGOW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
13,RGOG,True,6,WBBR,0B1W,CSS,276,GYWO,0B2W,LLM,52,BOOY,1B0W,LLM,11,YGRY,1B1W,LLM,2,RORG,2B1W,LLM,1,RGOG,4B0W,LLM,1,,,,,,,,,,,,,,,,
14,RWGW,True,5,GYYR,0B2W,CSS,222,YGWB,0B2W,LLM,52,ROGW,3B0W,LLM,2,RRGW,3B0W,LLM,1,RWGW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
15,BRBY,True,3,YWGW,0B1W,CSS,276,BBBG,2B0W,LLM,37,BRBY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,BGGB,True,4,ROGG,1B1W,CSS,230,OORR,0B0W,LLM,42,GBBG,0B4W,LLM,1,BGGB,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
17,OOOB,True,5,OGRG,1B0W,CSS,182,BGYY,0B1W,LLM,42,OYWO,1B1W,LLM,9,OBOB,3B0W,LLM,1,OOOB,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
18,WOGB,True,5,RYBR,0B1W,CSS,276,GBOW,0B4W,LLM,6,BOWG,1B3W,LLM,3,BWGO,1B3W,LLM,1,WOGB,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
19,RGYR,True,4,BWOB,0B0W,CSS,81,GGRR,2B1W,LLM,8,GYRG,0B3W,LLM,1,RGYR,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,
20,WGWY,True,5,BYGY,1B1W,CSS,230,RRBY,1B0W,LLM,27,GGOY,2B0W,LLM,4,YWOY,1B1W,LLM,1,WGWY,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
21,GWGW,True,5,WGBW,1B2W,CSS,84,BGWO,0B2W,LLM,12,WWGR,2B1W,LLM,4,WWRB,1B1W,LLM,2,GWGW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,
