game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,5,ROSIE,-Y---,5,5,CSS,TRAIN,Y----,5,5,LLM,CLOUT,--G-Y,4,4,LLM,KYOTO,--GGG,2,2,LLM,PHOTO,GGGGG,0,0,LLM,,,,,
2,PARTY,True,4,DRIES,-Y---,5,5,CSS,CLOTS,---G-,4,4,LLM,MARTY,-GGGG,1,1,LLM,PARTY,GGGGG,0,0,LLM,,,,,,,,,,
3,TRICK,True,5,EARNS,--Y--,5,5,CSS,STARE,-Y-Y-,5,5,LLM,TROUT,GG---,3,3,LLM,TRIPP,GGG--,2,2,LLM,TRICK,GGGGG,0,0,LLM,,,,,
4,DIRTY,True,2,RAISE,Y-Y--,5,5,CSS,DIRTY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,
5,USUAL,True,4,RAINS,-Y--Y,5,5,CSS,STARE,Y-Y--,5,4,LLM,ASSAY,-G-G-,3,3,LLM,USUAL,GGGGG,0,0,LLM,,,,,,,,,,
6,TRULY,True,4,REINS,Y----,5,5,CSS,CLOUD,-Y-Y-,5,5,LLM,LAURA,Y-GY-,4,4,LLM,TRULY,GGGGG,0,0,LLM,,,,,,,,,,
7,SPENT,True,5,ROLES,---YY,5,5,CSS,TRAIN,Y---Y,5,5,LLM,SCENT,G-GGG,1,1,LLM,STENT,G-GGG,1,1,LLM,SPENT,GGGGG,0,0,LLM,,,,,
8,PAUSE,True,4,HORNE,----G,4,4,CSS,STARE,Y-Y-G,4,4,LLM,CAUSE,-GGGG,1,1,LLM,PAUSE,GGGGG,0,0,LLM,,,,,,,,,,
9,CRAZY,True,5,ALTER,Y---Y,5,5,CSS,CRANE,GGG--,2,2,LLM,CRABS,GGG--,2,2,LLM,CRAMP,GGG--,2,2,LLM,CRAZY,GGGGG,0,0,LLM,,,,,
10,BASES,False,6,AILES,Y--GG,3,3,CSS,CRANE,--Y-Y,5,4,LLM,MAKES,-G-GG,2,2,LLM,WAVES,-G-GG,2,2,LLM,GATES,-G-GG,2,2,LLM,HADES,-G-GG,2,2,LLM
11,YOUNG,True,5,LAPSE,-----,5,5,CSS,CRANE,---G-,4,4,LLM,THINK,---G-,4,4,LLM,BOUND,-GGG-,2,2,LLM,YOUNG,GGGGG,0,0,LLM,,,,,
12,MEANS,True,5,SADIE,YY--Y,5,5,CSS,LEAST,-GGY-,3,3,LLM,BEANS,-GGGG,1,1,LLM,JEANS,-GGGG,1,1,LLM,MEANS,GGGGG,0,0,LLM,,,,,
13,TRUTH,True,5,TIRES,G-Y--,4,4,CSS,TROLL,GG---,3,3,LLM,TRACK,GG---,3,3,LLM,TRUMP,GGG--,2,2,LLM,TRUTH,GGGGG,0,0,LLM,,,,,
14,FIRED,True,4,ARIEL,-YYG-,4,4,CSS,TIMER,-G-GY,3,3,LLM,WIRES,-GGG-,2,2,LLM,FIRED,GGGGG,0,0,LLM,,,,,,,,,,
15,FOLKS,True,5,SONAR,YG---,4,4,CSS,TRAIN,-----,5,5,LLM,PIOUS,--Y-G,4,4,LLM,HOLDS,-GG-G,2,2,LLM,FOLKS,GGGGG,0,0,LLM,,,,,
16,CHILE,True,4,CESAR,GY---,4,4,CSS,COVET,G--Y-,4,4,LLM,CHIME,GGG-G,1,1,LLM,CHILE,GGGGG,0,0,LLM,,,,,,,,,,
17,BLACK,True,4,ROSEN,-----,5,5,CSS,ADIEU,Y----,5,5,LLM,CLAMP,YGG--,3,3,LLM,BLACK,GGGGG,0,0,LLM,,,,,,,,,,
18,GRANT,True,5,CARPE,-YY--,5,5,CSS,SHALE,--G--,4,4,LLM,BRAID,-GG--,3,3,LLM,GRAFT,GGG-G,1,1,LLM,GRANT,GGGGG,0,0,LLM,,,,,
19,MEALS,True,4,MARIE,GY--Y,4,4,CSS,MEATS,GGG-G,1,1,LLM,MEANS,GGG-G,1,1,LLM,MEALS,GGGGG,0,0,LLM,,,,,,,,,,
20,CREAM,True,3,PALES,-Y-Y-,5,5,CSS,CRANE,GGY-Y,3,3,LLM,CREAM,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
21,AWAKE,True,4,TONES,---Y-,5,5,CSS,CRANE,--G-G,3,3,LLM,BLADE,--G-G,3,3,LLM,AWAKE,GGGGG,0,0,LLM,,,,,,,,,,
22,OCCUR,True,5,AIRES,--Y--,5,5,CSS,STARE,---Y-,5,5,LLM,PROOF,-YY--,5,5,LLM,ROUGH,YYY--,5,5,LLM,OCCUR,GGGGG,0,0,LLM,,,,,
23,YEARS,False,6,SABLE,YY--Y,5,5,CSS,PEARS,-GGGG,1,1,LLM,TEARS,-GGGG,1,1,LLM,FEARS,-GGGG,1,1,LLM,GEARS,-GGGG,1,1,LLM,HEARS,-GGGG,1,1,LLM
24,GRADE,True,3,HIRES,--YY-,5,5,CSS,CRANE,-GG-G,2,2,LLM,GRADE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
25,CHILL,True,4,TALES,--Y--,5,5,CSS,CRANE,G----,4,4,LLM,CLOUD,GY---,4,4,LLM,CHILL,GGGGG,0,0,LLM,,,,,,,,,,
26,FLOOD,True,4,ROSIE,-Y---,5,5,CSS,TRACE,-----,5,5,LLM,BLOOM,-GGG-,2,2,LLM,FLOOD,GGGGG,0,0,LLM,,,,,,,,,,
27,APPLY,True,4,PENIS,Y----,5,5,CSS,CLAMP,-YY-Y,5,5,LLM,RALPH,-YYY-,5,4,LLM,APPLY,GGGGG,0,0,LLM,,,,,,,,,,
28,SMILE,True,3,SAUER,G--Y-,4,4,CSS,STOLE,G--GG,2,2,LLM,SMILE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
29,KNOCK,True,4,LIARS,-----,5,5,CSS,CRANE,Y--Y-,5,5,LLM,HUNCH,--YG-,4,4,LLM,KNOCK,GGGGG,0,0,LLM,,,,,,,,,,
30,SLEEP,True,5,HEARS,-Y--Y,5,5,CSS,ROAST,---Y-,5,5,LLM,SLIDE,GG--Y,3,3,LLM,SLEEK,GGGG-,1,1,LLM,SLEEP,GGGGG,0,0,LLM,,,,,
31,BRICK,True,3,LIENS,-Y---,5,5,CSS,CRANE,YG---,4,4,LLM,BRICK,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
32,WROTE,True,4,AILES,---Y-,5,5,CSS,STARE,-Y-YG,4,4,LLM,TROPE,YGG-G,2,2,LLM,WROTE,GGGGG,0,0,LLM,,,,,,,,,,
33,RATED,True,4,ARIES,YY-G-,4,4,CSS,RAVER,GG-G-,2,2,LLM,RACED,GG-GG,1,1,LLM,RATED,GGGGG,0,0,LLM,,,,,,,,,,
34,ALERT,True,5,CANES,-Y-Y-,5,4,CSS,CRANE,-YY-Y,5,5,LLM,REBAR,YY-Y-,5,5,LLM,AVERT,G-GGG,1,1,LLM,ALERT,GGGGG,0,0,LLM,,,,,
35,CAGES,True,6,STALE,Y-Y-Y,5,4,CSS,WARES,-G-GG,2,2,LLM,MAKES,-G-GG,2,2,LLM,HAVES,-G-GG,2,2,LLM,PAGES,-GGGG,1,1,LLM,CAGES,GGGGG,0,0,LLM
36,TEDDY,True,5,YEARS,YG---,4,4,CSS,PENNY,-G--G,3,3,LLM,BETTY,-GY-G,3,3,LLM,TELLY,GG--G,2,2,LLM,TEDDY,GGGGG,0,0,LLM,,,,,
37,COLES,True,5,HAIRS,----G,4,4,CSS,CRANE,G---Y,4,4,LLM,CODES,GG-GG,1,1,LLM,COMES,GG-GG,1,1,LLM,COLES,GGGGG,0,0,LLM,,,,,
38,HWANG,True,5,TIRED,-----,5,5,CSS,ADIEU,Y----,5,5,LLM,CLOUD,-----,5,5,LLM,STARE,--G--,4,4,LLM,HWANG,GGGGG,0,0,LLM,,,,,
39,WRATH,True,5,STEAL,-Y-Y-,5,5,CSS,CRANE,-GG--,3,3,LLM,TRAPP,YGG--,3,3,LLM,KRAFT,-GG-Y,3,3,LLM,WRATH,GGGGG,0,0,LLM,,,,,
40,MACHO,True,4,ROLES,-Y---,5,5,CSS,TRAIN,--Y--,5,5,LLM,MACAO,GGG-G,1,1,LLM,MACHO,GGGGG,0,0,LLM,,,,,,,,,,
41,LOPEZ,True,5,TAILS,---Y-,5,5,CSS,CRANE,----Y,5,5,LLM,LEVEL,G--G-,3,3,LLM,LOBED,GG-G-,2,2,LLM,LOPEZ,GGGGG,0,0,LLM,,,,,
42,GOODY,True,5,SNARL,-----,5,5,CSS,CRANE,-----,5,5,LLM,PIOUS,--G--,4,4,LLM,TOOTH,-GG--,3,3,LLM,GOODY,GGGGG,0,0,LLM,,,,,
43,BROTH,True,5,CORES,-YY--,5,5,CSS,STARE,-Y-Y-,5,5,LLM,TUDOR,Y--YY,5,5,LLM,FROTH,-GGGG,1,1,LLM,BROTH,GGGGG,0,0,LLM,,,,,
44,VERDE,True,2,SIRED,--GYY,4,4,CSS,VERDE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,
45,TAMED,True,5,TEARS,GYY--,4,4,CSS,TABLE,GG--Y,3,3,LLM,TAPED,GG-GG,1,1,LLM,TAXED,GG-GG,1,1,LLM,TAMED,GGGGG,0,0,LLM,,,,,
46,LEAFS,True,6,MEANS,-GG-G,2,2,CSS,PEAKS,-GG-G,2,2,LLM,HEATS,-GG-G,2,2,LLM,READS,-GG-G,2,2,LLM,SEALS,-GGYG,2,2,LLM,LEAFS,GGGGG,0,0,LLM
47,YACHT,True,5,TALES,YG---,4,4,CSS,PAINT,-G--G,3,3,LLM,KARAT,-G--G,3,3,LLM,GAMUT,-G--G,3,3,LLM,YACHT,GGGGG,0,0,LLM,,,,,
48,MESSY,True,5,DARES,---YY,5,5,CSS,CRANE,----Y,5,5,LLM,SLEPT,Y-Y--,5,5,LLM,MESSI,GGGG-,1,1,LLM,MESSY,GGGGG,0,0,LLM,,,,,
49,RYDER,True,4,MAHER,---GG,3,3,CSS,DINER,Y--GG,3,3,LLM,OLDER,--GGG,2,2,LLM,RYDER,GGGGG,0,0,LLM,,,,,,,,,,
50,MOTIF,True,5,SPADE,-----,5,5,CSS,CRANE,-----,5,5,LLM,BLAST,----Y,5,5,LLM,TOUGH,YG---,4,4,LLM,MOTIF,GGGGG,0,0,LLM,,,,,
51,RAVEN,True,2,TASER,-G-GY,3,3,CSS,RAVEN,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,
52,REICH,True,4,LASER,---YY,5,5,CSS,CRANE,YY--Y,5,5,LLM,PERCH,-GYGG,2,2,LLM,REICH,GGGGG,0,0,LLM,,,,,,,,,,
53,ICONS,True,4,LANES,--Y-G,4,4,CSS,TONES,-YY-G,4,3,LLM,IRONS,G-GGG,1,1,LLM,ICONS,GGGGG,0,0,LLM,,,,,,,,,,
54,SILKY,True,4,ATONE,-----,5,5,CSS,CRANE,-----,5,5,LLM,SLIME,GYY--,4,4,LLM,SILKY,GGGGG,0,0,LLM,,,,,,,,,,
55,CARVE,True,3,RISEN,Y--Y-,5,5,CSS,CLOUD,G----,4,4,LLM,CARVE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
56,LAGER,True,5,MEANS,-YY--,5,5,CSS,CRANE,-YY-Y,5,4,LLM,LATER,GG-GG,1,1,LLM,LAYER,GG-GG,1,1,LLM,LAGER,GGGGG,0,0,LLM,,,,,
57,JERKS,True,4,REALS,YG--G,3,3,CSS,PERKS,-GGGG,1,1,LLM,BERKS,-GGGG,1,1,LLM,JERKS,GGGGG,0,0,LLM,,,,,,,,,,
58,LOTUS,True,3,TAILS,Y--YG,4,4,CSS,COLTS,-GYYG,3,3,LLM,LOTUS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
59,LACEY,True,4,DOERS,--Y--,5,5,CSS,CLAIM,YYY--,5,4,LLM,LANCE,GG-YY,3,2,LLM,LACEY,GGGGG,0,0,LLM,,,,,,,,,,
60,TUDOR,True,4,DANES,Y----,5,5,CSS,CLOUD,--YYY,5,5,LLM,OUTDO,YGYY-,4,3,LLM,TUDOR,GGGGG,0,0,LLM,,,,,,,,,,
61,QUOTA,True,4,MARNE,-Y---,5,5,CSS,STARE,-YY--,5,5,LLM,FLOAT,--GYY,4,4,LLM,QUOTA,GGGGG,0,0,LLM,,,,,,,,,,
62,MOURN,True,4,DEALS,-----,5,5,CSS,CRANE,-Y-Y-,5,5,LLM,ROBIN,YG--G,3,3,LLM,MOURN,GGGGG,0,0,LLM,,,,,,,,,,
63,PROMO,True,5,RATES,Y----,5,5,CSS,CLOUT,--G--,4,4,LLM,PROOF,GGGY-,2,2,LLM,PROVO,GGG-G,1,1,LLM,PROMO,GGGGG,0,0,LLM,,,,,
64,CASTE,True,6,RAISE,-G-YG,3,3,CSS,PASTE,-GGGG,1,1,LLM,HASTE,-GGGG,1,1,LLM,WASTE,-GGGG,1,1,LLM,TASTE,-GGGG,1,1,LLM,CASTE,GGGGG,0,0,LLM
65,CAPRI,True,4,DRIES,-YY--,5,5,CSS,IRATE,YYY--,5,5,LLM,MARIO,-GYY-,4,3,LLM,CAPRI,GGGGG,0,0,LLM,,,,,,,,,,
66,ALIAS,True,4,DRIES,--G-G,3,3,CSS,PAINS,-YG-G,3,3,LLM,ASICS,G-G-G,2,2,LLM,ALIAS,GGGGG,0,0,LLM,,,,,,,,,,
67,PADDY,True,5,ANDES,Y-G--,4,4,CSS,RADIO,-GG--,3,3,LLM,MADDY,-GGGG,1,1,LLM,DADDY,-GGGG,1,1,LLM,PADDY,GGGGG,0,0,LLM,,,,,
68,BLOBS,True,5,LEANS,Y---G,4,4,CSS,SLOPS,-GG-G,2,2,LLM,GLOWS,-GG-G,2,2,LLM,CLOTS,-GG-G,2,2,LLM,BLOBS,GGGGG,0,0,LLM,,,,,
69,DILLY,True,5,RHONE,-----,5,5,CSS,ADIEU,-YY--,5,4,LLM,DIGIT,GG---,3,3,LLM,DICKS,GG---,3,3,LLM,DILLY,GGGGG,0,0,LLM,,,,,
70,GUTSY,True,4,RAGES,--Y-Y,5,5,CSS,STING,YY--Y,5,5,LLM,GUSTY,GGYYG,2,2,LLM,GUTSY,GGGGG,0,0,LLM,,,,,,,,,,
71,TABOR,False,6,SALEH,-G---,4,4,CSS,CRANE,-YY--,5,5,LLM,RADIO,YG--Y,4,4,LLM,MAYOR,-G-GG,2,2,LLM,VAPOR,-G-GG,2,2,LLM,GABOR,-GGGG,1,1,LLM
72,INLAY,True,3,TILES,-YG--,4,4,CSS,FOLIO,--GY-,4,4,LLM,INLAY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
73,AHHHH,True,5,MARIE,-Y---,5,5,CSS,STARE,--Y--,5,5,LLM,CLOUD,-----,5,5,LLM,ANNAN,G----,4,4,LLM,AHHHH,GGGGG,0,0,LLM,,,,,
74,ROUEN,True,5,HATES,---G-,4,4,CSS,TRACE,-Y--Y,5,4,LLM,CRANE,-Y-YY,5,4,LLM,INNER,-Y-GY,4,4,LLM,ROUEN,GGGGG,0,0,LLM,,,,,
75,BUENA,True,3,DORAN,---YY,5,5,CSS,BLEAK,G-GY-,3,3,LLM,BUENA,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
76,MENON,True,4,DATES,---Y-,5,5,CSS,CRANE,---YY,5,5,LLM,VENOM,-GGGY,2,2,LLM,MENON,GGGGG,0,0,LLM,,,,,,,,,,
77,TRASK,True,5,DALES,-Y--Y,5,5,CSS,CRANE,-GG--,3,3,LLM,GRASP,-GGG-,2,2,LLM,TRASH,GGGG-,1,1,LLM,TRASK,GGGGG,0,0,LLM,,,,,
78,CASIO,True,3,LASER,-GG--,3,3,CSS,BASIN,-GGG-,2,2,LLM,CASIO,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
79,VOILA,True,2,CARLO,-Y-GY,4,4,CSS,VOILA,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,
80,AURAL,True,4,EARLS,-YGY-,4,4,CSS,CORAL,--GGG,2,2,LLM,RURAL,-GGGG,1,1,LLM,AURAL,GGGGG,0,0,LLM,,,,,,,,,,
81,LEGER,True,4,SAHEL,---GY,4,4,CSS,PLIED,-Y-G-,4,4,LLM,LOWER,G--GG,2,2,LLM,LEGER,GGGGG,0,0,LLM,,,,,,,,,,
82,DALLY,True,6,ALIEN,YY---,5,4,CSS,CRANE,--Y--,5,5,LLM,SALTY,-GG-G,2,2,LLM,BALLY,-GGGG,1,1,LLM,WALLY,-GGGG,1,1,LLM,DALLY,GGGGG,0,0,LLM
83,INIGO,True,3,SOREN,-Y--Y,5,5,CSS,PIANO,-Y-YG,4,4,LLM,INIGO,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
84,KRILL,True,4,REINS,Y-G--,4,4,CSS,PRIOR,-GG--,3,3,LLM,TRICK,-GG-Y,3,3,LLM,KRILL,GGGGG,0,0,LLM,,,,,,,,,,
85,SNIDE,True,4,MARES,---YY,5,5,CSS,CRANE,---YG,4,4,LLM,DENSE,Y-YYG,4,4,LLM,SNIDE,GGGGG,0,0,LLM,,,,,,,,,,
86,LEWES,True,6,SNORE,Y---Y,5,5,CSS,CRANE,----Y,5,5,LLM,TRACE,----Y,5,5,LLM,BLIMP,-Y---,5,5,LLM,WELLS,YGY-G,3,3,LLM,LEWES,GGGGG,0,0,LLM
87,TAMER,True,6,RANCE,YG--Y,4,4,CSS,LAYER,-G-GG,2,2,LLM,TAPER,GG-GG,1,1,LLM,TAKER,GG-GG,1,1,LLM,TATER,GG-GG,1,1,LLM,TAMER,GGGGG,0,0,LLM
88,COTTA,True,4,TEARS,Y-Y--,5,5,CSS,BATON,-YGY-,4,4,LLM,GOTTA,-GGGG,1,1,LLM,COTTA,GGGGG,0,0,LLM,,,,,,,,,,
89,CORBY,True,3,BOERS,YG-Y-,4,4,CSS,ROBIN,YGY--,4,4,LLM,CORBY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
90,POLIS,True,3,LINES,YY--G,4,4,CSS,RAILS,--YYG,4,4,LLM,POLIS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
91,ROXAS,True,4,STARE,Y-YY-,5,5,CSS,HARMS,-YY-G,4,4,LLM,ARGUS,YY--G,4,4,LLM,ROXAS,GGGGG,0,0,LLM,,,,,,,,,,
92,RANCE,True,5,GATES,-G-Y-,4,4,CSS,LATER,-G-YY,4,4,LLM,FAIRE,-G-YG,3,3,LLM,CARNE,YGYYG,3,3,LLM,RANCE,GGGGG,0,0,LLM,,,,,
93,CARON,True,4,ARIES,YY---,5,4,CSS,TRAIN,-YY-G,4,4,LLM,ROMAN,YY-YG,4,4,LLM,CARON,GGGGG,0,0,LLM,,,,,,,,,,
94,SURYA,True,4,LIENS,----Y,5,5,CSS,CRANE,-YY--,5,5,LLM,SARAH,GYG--,3,3,LLM,SURYA,GGGGG,0,0,LLM,,,,,,,,,,
95,AGGIE,True,5,LIONS,-Y---,5,5,CSS,CRANE,--Y-G,4,4,LLM,MAIZE,-YY-G,4,4,LLM,ADDIE,G--GG,2,2,LLM,AGGIE,GGGGG,0,0,LLM,,,,,
96,CAUSA,True,3,RAISE,-G-G-,3,3,CSS,SALSA,-G-GG,2,2,LLM,CAUSA,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
97,BAMBA,True,6,LEANS,--Y--,5,5,CSS,CRANE,--Y--,5,5,LLM,TRAIN,--Y--,5,5,LLM,HAPPY,-G---,4,4,LLM,MAGMA,YG--G,3,3,LLM,BAMBA,GGGGG,0,0,LLM
98,MAYNE,True,5,CATES,-G-Y-,4,4,CSS,HAVEN,-G-YY,4,4,LLM,MAINE,GG-GG,1,1,LLM,MARNE,GG-GG,1,1,LLM,MAYNE,GGGGG,0,0,LLM,,,,,
99,BOGGS,True,6,TEARS,----G,4,4,CSS,CRANE,-----,5,5,LLM,SLOPE,Y-Y--,5,5,LLM,HOBBS,-GY-G,3,3,LLM,BOGUS,GGG-G,1,1,LLM,BOGGS,GGGGG,0,0,LLM
100,FINNS,True,5,GALES,----G,4,4,CSS,STARE,Y----,5,5,LLM,CRANE,---G-,4,4,LLM,NOUNS,Y--GG,3,3,LLM,FINNS,GGGGG,0,0,LLM,,,,,
