game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,4,SARIN,-----,5,5,CSS,COULD,-Y---,5,5,LLM,EVOKE,--G--,4,4,LLM,PHOTO,GGGGG,0,0,LLM,,,,,,,,,,
2,PARTY,True,4,TASER,YG--Y,4,4,CSS,CARAT,-GG-Y,3,3,LLM,BARTH,-GGG-,2,2,LLM,PARTY,GGGGG,0,0,LLM,,,,,,,,,,
3,TRICK,True,4,EATIN,--YY-,5,5,CSS,SIGHT,-Y--Y,5,5,LLM,TRIPP,GGG--,2,2,LLM,TRICK,GGGGG,0,0,LLM,,,,,,,,,,
4,DIRTY,True,4,RAISE,Y-Y--,5,5,CSS,MORAL,--G--,4,4,LLM,BIRTH,-GGG-,2,2,LLM,DIRTY,GGGGG,0,0,LLM,,,,,,,,,,
5,USUAL,True,5,DARTS,-Y--Y,5,5,CSS,GREEN,-----,5,5,LLM,SWAMP,Y-Y--,5,4,LLM,ALISA,YY-Y-,5,5,LLM,USUAL,GGGGG,0,0,LLM,,,,,
6,TRULY,True,5,OATES,--Y--,5,5,CSS,FRUIT,-GG-Y,3,3,LLM,TRUTH,GGG--,2,2,LLM,TRUCK,GGG--,2,2,LLM,TRULY,GGGGG,0,0,LLM,,,,,
7,SPENT,True,4,GALES,---YY,5,5,CSS,THESE,Y-GY-,4,4,LLM,STEIN,GYG-Y,3,3,LLM,SPENT,GGGGG,0,0,LLM,,,,,,,,,,
8,PAUSE,True,5,SALEM,YG-Y-,4,4,CSS,EARNS,YG--Y,4,4,LLM,TASTE,-GY-G,3,3,LLM,CAUSE,-GGGG,1,1,LLM,PAUSE,GGGGG,0,0,LLM,,,,,
9,CRAZY,True,6,CATES,GY---,4,4,CSS,GUESS,-----,5,5,LLM,CHALK,G-G--,3,3,LLM,CRABB,GGG--,2,2,LLM,CRAMP,GGG--,2,2,LLM,CRAZY,GGGGG,0,0,LLM
10,BASES,True,5,TIERS,--Y-G,4,4,CSS,GUESS,--YYG,4,4,LLM,DOSES,--GGG,2,2,LLM,CASES,-GGGG,1,1,LLM,BASES,GGGGG,0,0,LLM,,,,,
11,YOUNG,True,2,YARNS,G--G-,3,3,CSS,YOUNG,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,
12,MEANS,True,4,TIRES,---YG,4,4,CSS,GUESS,--Y-G,4,4,LLM,LEAPS,-GG-G,2,2,LLM,MEANS,GGGGG,0,0,LLM,,,,,,,,,,
13,TRUTH,True,4,ARIEL,-G---,4,4,CSS,ROUND,Y-G--,4,4,LLM,CRUSH,-GG-G,2,2,LLM,TRUTH,GGGGG,0,0,LLM,,,,,,,,,,
14,FIRED,True,5,NEARS,-Y-Y-,5,5,CSS,GUESS,--Y--,5,5,LLM,LORES,--GG-,3,3,LLM,WIRED,-GGGG,1,1,LLM,FIRED,GGGGG,0,0,LLM,,,,,
15,FOLKS,True,6,SARIN,Y----,5,5,CSS,CRANE,-----,5,5,LLM,GUESS,----G,4,4,LLM,MOULD,-G-Y-,4,4,LLM,LOFTS,YGY-G,3,3,LLM,FOLKS,GGGGG,0,0,LLM
16,CHILE,True,3,MARES,---Y-,5,5,CSS,WHILE,-GGGG,1,1,LLM,CHILE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
17,BLACK,True,6,ARISE,Y----,5,5,CSS,GUESS,-----,5,5,LLM,SALES,-YY--,5,5,LLM,LYMAN,Y--Y-,5,5,LLM,CLACK,-GGGG,1,1,LLM,BLACK,GGGGG,0,0,LLM
18,GRANT,True,4,AILES,Y----,5,5,CSS,AFTER,Y-Y-Y,5,5,LLM,GUESS,G----,4,4,LLM,GRANT,GGGGG,0,0,LLM,,,,,,,,,,
19,MEALS,True,4,HARES,-Y-YG,4,4,CSS,LEAFS,YGG-G,2,2,LLM,SEALS,-GGGG,1,1,LLM,MEALS,GGGGG,0,0,LLM,,,,,,,,,,
20,CREAM,True,3,HARES,-YYY-,5,4,CSS,DREAM,-GGGG,1,1,LLM,CREAM,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
21,AWAKE,True,6,HAIRS,-Y---,5,5,CSS,PLACE,--G-G,3,3,LLM,GUESS,--Y--,5,5,LLM,DEANE,--G-G,3,3,LLM,ABATE,G-G-G,2,2,LLM,AWAKE,GGGGG,0,0,LLM
22,OCCUR,True,3,SAUCE,--YY-,5,5,CSS,CURRY,YYY--,5,4,LLM,OCCUR,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
23,YEARS,False,6,SADIE,YY--Y,5,5,CSS,HEALS,-GG-G,2,2,LLM,FEARS,-GGGG,1,1,LLM,BASED,-YYY-,5,5,LLM,GUESS,--Y-G,4,4,LLM,NEARS,-GGGG,1,1,LLM
24,GRADE,False,6,ELISA,Y---Y,5,5,CSS,CRANE,-GG-G,2,2,LLM,GRAZE,GGG-G,1,1,LLM,GRATE,GGG-G,1,1,LLM,GRAPE,GGG-G,1,1,LLM,GRAVE,GGG-G,1,1,LLM
25,CHILL,True,5,SLAIN,-Y-Y-,5,5,CSS,HEIST,Y-G--,4,4,LLM,CHILD,GGGG-,1,1,LLM,CHILI,GGGG-,1,1,LLM,CHILL,GGGGG,0,0,LLM,,,,,
26,FLOOD,True,3,PARIS,-----,5,5,CSS,COULD,-Y-YG,4,4,LLM,FLOOD,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
27,APPLY,True,5,TONES,-----,5,5,CSS,WHICH,-----,5,5,LLM,GUESS,-----,5,5,LLM,MARLA,-Y-G-,4,4,LLM,APPLY,GGGGG,0,0,LLM,,,,,
28,SMILE,True,4,SALON,G-Y--,4,4,CSS,SPEAR,G-Y--,4,4,LLM,SLICE,GYG-G,2,2,LLM,SMILE,GGGGG,0,0,LLM,,,,,,,,,,
29,KNOCK,True,4,LANES,--Y--,5,5,CSS,GUESS,-----,5,5,LLM,TWINK,---YG,4,4,LLM,KNOCK,GGGGG,0,0,LLM,,,,,,,,,,
30,SLEEP,True,5,AIDEN,---G-,4,4,CSS,ROUND,-----,5,5,LLM,GUESS,--GY-,4,4,LLM,STEEP,G-GGG,1,1,LLM,SLEEP,GGGGG,0,0,LLM,,,,,
31,BRICK,True,5,EARNS,--Y--,5,5,CSS,THIRD,--GY-,4,4,LLM,GRIFF,-GG--,3,3,LLM,PRIMO,-GG--,3,3,LLM,BRICK,GGGGG,0,0,LLM,,,,,
32,WROTE,True,4,RAINE,Y---G,4,4,CSS,MOORE,--GYG,3,3,LLM,TROVE,YGG-G,2,2,LLM,WROTE,GGGGG,0,0,LLM,,,,,,,,,,
33,RATED,True,4,LOREN,--YG-,4,4,CSS,GUESS,--Y--,5,5,LLM,FIBER,---GY,4,4,LLM,RATED,GGGGG,0,0,LLM,,,,,,,,,,
34,ALERT,True,4,EARNS,YYY--,5,5,CSS,READY,YYY--,5,5,LLM,TREAT,-YGYG,3,3,LLM,ALERT,GGGGG,0,0,LLM,,,,,,,,,,
35,CAGES,False,6,CRIES,G--GG,2,2,CSS,CONES,G--GG,2,2,LLM,CASES,GG-GG,1,1,LLM,CAFES,GG-GG,1,1,LLM,CATES,GG-GG,1,1,LLM,GUESS,Y-Y-G,4,4,LLM
36,TEDDY,True,5,LACES,---Y-,5,5,CSS,GUESS,--Y--,5,5,LLM,TEEPS,GG---,3,3,LLM,TERRI,GG---,3,3,LLM,TEDDY,GGGGG,0,0,LLM,,,,,
