game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GPBR,True,7,RGBW,1B2W,LLM,204,WGGR,1B1W,VOI,62,GBBR,3B0W,VOI,5,GOBR,3B0W,VOI,4,GYBR,3B0W,VOI,3,GRBR,3B0W,CSS,2,GPBR,4B0W,CSS,1,,,,,,,,,,,,
2,RYGO,True,5,WPKO,1B0W,LLM,500,WYRB,1B1W,VOI,90,RGKB,1B1W,VOI,13,WGWR,0B2W,VOI,1,RYGO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
3,OYGW,True,4,RGBW,1B1W,LLM,660,RWOP,0B2W,VOI,141,KOGW,2B1W,VOI,5,OYGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
4,YKBP,True,4,RGBW,1B0W,LLM,500,ROYK,0B2W,VOI,90,OPKW,0B2W,VOI,14,YKBP,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
5,YOOO,True,5,RGBW,0B0W,LLM,256,PPYO,1B1W,VOI,46,KPPK,0B0W,VOI,6,YOYY,2B0W,VOI,1,YOOO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
6,BGPK,True,4,RGBW,1B1W,LLM,660,KRBP,0B3W,VOI,37,RBOK,1B1W,VOI,9,BGPK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
7,GWRK,True,6,RGBW,0B3W,LLM,224,WBOR,0B2W,VOI,60,GYRB,2B0W,VOI,9,GPWB,1B1W,VOI,2,GWRG,3B0W,VOI,1,GWRK,4B0W,CSS,1,,,,,,,,,,,,,,,,
8,GYGR,True,7,RGBW,0B2W,LLM,936,GYKB,2B0W,VOI,60,GYPR,3B0W,VOI,4,GYOR,3B0W,VOI,3,GYYR,3B0W,VOI,2,GYRR,3B0W,CSS,1,GYGR,4B0W,CSS,1,,,,,,,,,,,,
9,PPRR,True,5,RGBW,0B1W,LLM,976,OPYR,2B0W,VOI,64,BPYK,1B0W,VOI,15,OOYG,0B0W,VOI,2,PPRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
10,RORO,True,5,RGBW,1B0W,LLM,500,RPOY,1B1W,VOI,90,YKOW,0B1W,VOI,19,PPBO,1B0W,VOI,4,RORO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
