game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,5,SAUER,-----,5,5,CSS,HOUSE,YY---,5,4,LLM,CHINO,-G--G,3.0,3.0,CSS,CHOPS,-GGY-,3.0,3.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,6
2,PARTY,True,5,CANES,-G---,4,4,CSS,HOSES,-----,5,5,LLM,MARIA,-GG--,3.0,3.0,CSS,TARDY,YGG-G,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,3
3,TRICK,True,2,DRIES,-GG--,3,3,CSS,TRICK,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
4,DIRTY,True,3,SOREN,--G--,4,4,CSS,HOUSE,-----,5,5,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,4
5,USUAL,True,5,SAREE,YY---,5,5,CSS,SPACE,Y-Y--,5,4,LLM,ASIAN,-G-G-,3.0,3.0,CSS,MAIZE,-Y---,5.0,5.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,8
6,TRULY,True,3,CLARE,-Y-Y-,5,5,CSS,GRILL,-G-G-,3,3,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
7,SPENT,True,5,NAILS,Y---Y,5,5,CSS,SEVEN,GY--Y,4,3,LLM,SCENT,G-GGG,1.0,1.0,CSS,STENT,G-GGG,1.0,1.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,0
8,PAUSE,True,3,SOREN,Y--Y-,5,5,CSS,HOUSE,--GGG,2,2,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,1
9,CRAZY,True,5,MINES,-----,5,5,CSS,HOUSE,-----,5,5,LLM,RABAT,YY---,5.0,4.0,CSS,GRADY,-GG-G,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,,,,,,2
10,BASES,True,4,LONER,---G-,4,4,CSS,HOUSE,---YY,5,4,LLM,SITES,Y--GG,3.0,3.0,CSS,BASES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
11,YOUNG,True,5,RAPES,-----,5,5,CSS,HOUSE,-GG--,3,3,LLM,MOULD,-GG--,3.0,3.0,CSS,COUNC,-GGG-,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,2
12,MEANS,True,4,DATES,-Y-YG,4,4,CSS,GEARS,-GG-G,2,2,LLM,MEALS,GGG-G,1.0,1.0,CSS,MEANS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
13,TRUTH,True,4,HIRES,Y-Y--,5,5,CSS,RAHUL,Y-YY-,5,5,LLM,UHURU,-YGY-,4.0,4.0,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
14,FIRED,True,5,KEITA,-YY--,5,5,CSS,HOUSE,----Y,5,5,LLM,DINER,YG-GY,3.0,3.0,CSS,WIRED,-GGGG,1.0,1.0,LLM,FIRED,GGGGG,0.0,0.0,CSS,,,,,,1
15,FOLKS,False,6,MALES,--G-G,3,3,CSS,GOLDS,-GG-G,2,2,LLM,BOLTS,-GG-G,2.0,2.0,CSS,SOLIS,-GG-G,2.0,2.0,LLM,ROLLS,-GG-G,2.0,2.0,CSS,YOLKS,-GGGG,1.0,1.0,LLM,0
16,CHILE,True,4,STORE,----G,4,4,CSS,HOUSE,Y---G,4,4,LLM,WHILE,-GGGG,1.0,1.0,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
17,BLACK,False,6,STORE,-----,5,5,CSS,HOUSE,-----,5,5,LLM,LINDY,Y----,5.0,5.0,CSS,CLACK,-GGGG,1.0,1.0,LLM,FLACK,-GGGG,1.0,1.0,CSS,BLANK,GGG-G,1.0,1.0,LLM,5
18,GRANT,True,4,RAILS,YY---,5,4,CSS,SPACE,--G--,4,4,LLM,GRAND,GGGG-,1.0,1.0,CSS,GRANT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
19,MEALS,True,4,SONAR,Y--Y-,5,5,CSS,BRATS,--G-G,3,3,LLM,LEAPS,YGG-G,2.0,2.0,CSS,MEALS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
