game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,4,TALES,Y----,5,5,CSS,FOCUS,-Y---,5,5,LLM,PINTO,G--GG,2.0,2.0,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
2,PARTY,True,4,OATES,-GY--,4,4,CSS,TAHIR,YG--Y,4,4,LLM,MARTY,-GGGG,1.0,1.0,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
3,TRICK,True,4,LIARS,-Y-Y-,5,5,CSS,TRIED,GGG--,2,2,LLM,TRIPP,GGG--,2.0,2.0,CSS,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
4,DIRTY,True,4,AIRES,-GG--,3,3,CSS,KIRBY,-GG-G,2,2,LLM,GIRLY,-GG-G,2.0,2.0,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
5,USUAL,True,3,DANES,-Y--Y,5,5,CSS,STAHL,Y-Y-G,4,3,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
6,TRULY,True,3,CANES,-----,5,5,CSS,WOULD,--GG-,3,3,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
7,SPENT,True,4,DURAN,----Y,5,5,CSS,BEING,-Y-G-,4,4,LLM,SCONE,G--GY,3.0,3.0,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
8,PAUSE,True,4,TIRES,---YY,5,5,CSS,SHALE,Y-Y-G,4,4,LLM,AMUSE,Y-GGG,2.0,2.0,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
9,CRAZY,True,4,RANCE,YY-Y-,5,4,CSS,ACTOR,YY--Y,5,5,LLM,LYCRA,-YYYY,5.0,4.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
10,BASES,True,4,GARDE,-G--Y,4,4,CSS,SALEM,YG-G-,3,3,LLM,CATES,-G-GG,2.0,2.0,CSS,BASES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
