game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,3,KEIRA,-----,5,5,CSS,HOUSE,YY---,5,4,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,1
2,PARTY,True,5,ELISA,----Y,5,5,CSS,HOUSE,-----,5,5,LLM,DRANK,-YY--,5.0,5.0,CSS,PARRY,GGG-G,1.0,1.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,3
3,TRICK,True,4,SOLAR,----Y,5,5,CSS,HOUSE,-----,5,5,LLM,CRYPT,YG--Y,4.0,4.0,CSS,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
4,DIRTY,True,3,SLATE,---G-,4,4,CSS,FIRTH,-GGG-,2,2,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
5,USUAL,True,4,TIRES,----Y,5,5,CSS,HOUSE,--GY-,4,4,LLM,SNUCK,Y-G--,4.0,4.0,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
6,TRULY,False,6,READS,Y----,5,5,CSS,BREAD,-G---,4,4,LLM,PRINT,-G--Y,4.0,4.0,CSS,TRUTH,GGG--,2.0,2.0,LLM,TRUCK,GGG--,2.0,2.0,CSS,TRURO,GGG--,2.0,2.0,LLM,3
7,SPENT,True,3,SIREN,G--YY,4,3,CSS,SENSE,GYY--,4,3,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
8,PAUSE,True,3,MATES,-G-YY,4,4,CSS,PARSE,GG-GG,1,1,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
9,CRAZY,True,5,PORES,--Y--,5,5,CSS,HOUSE,-----,5,5,LLM,TRAIN,-GG--,3.0,3.0,CSS,CRACK,GGG--,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,,,,,,4
10,BASES,True,6,TONES,---GG,3,3,CSS,HOUSE,---YY,5,4,LLM,SALES,YG-GG,2.0,2.0,CSS,CASES,-GGGG,1.0,1.0,LLM,EASES,-GGGG,1.0,1.0,CSS,BASES,GGGGG,0.0,0.0,LLM,3
11,YOUNG,True,4,RAINE,---G-,4,4,CSS,STUNG,--GGG,2,2,LLM,HYUNG,-YGGG,2.0,2.0,CSS,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
12,MEANS,True,5,SAUER,YY-Y-,5,5,CSS,LEANS,-GGGG,1,1,LLM,DEANS,-GGGG,1.0,1.0,CSS,BEANS,-GGGG,1.0,1.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,,,,,,0
13,TRUTH,True,4,SHONE,-Y---,5,5,CSS,HOUSE,Y-G--,4,4,LLM,LAUGH,--G-G,3.0,3.0,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
14,FIRED,True,5,HATES,---G-,4,4,CSS,SPACE,----Y,5,5,LLM,OLDER,--YGY,4.0,4.0,CSS,FRIED,GYYGG,2.0,2.0,LLM,FIRED,GGGGG,0.0,0.0,CSS,,,,,,3
15,FOLKS,True,3,LEANS,Y---G,4,4,CSS,FOILS,GG-YG,2,2,LLM,FOLKS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
16,CHILE,True,3,SALEH,--YYY,5,4,CSS,WHILE,-GGGG,1,1,LLM,CHILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
17,BLACK,True,4,LITRE,Y----,5,5,CSS,HOUSE,-----,5,5,LLM,CANAL,YY--Y,5.0,5.0,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
