game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GPBR,True,6,RGBY,1B2W,LLM,204,BGGR,1B2W,CSS,26,RRGB,0B3W,CSS,5,GBBR,3B0W,CSS,4,GOBR,3B0W,CSS,3,GPBR,4B0W,VOI,1,,,,,,,,,,,,,,,,
2,RYGO,True,7,RGBY,1B2W,LLM,204,GYBG,1B1W,CSS,43,RYPB,2B0W,CSS,4,RYGK,3B0W,CSS,3,RYGW,3B0W,CSS,2,RYGR,3B0W,VOI,1,RYGO,4B0W,VOI,1,,,,,,,,,,,,
3,OYGW,True,6,RGBY,0B2W,LLM,936,BPRW,1B0W,CSS,102,BKYO,0B2W,CSS,16,YRRK,0B1W,CSS,2,GYOW,2B2W,CSS,1,OYGW,4B0W,VOI,1,,,,,,,,,,,,,,,,
4,YKBP,True,6,RGBY,1B1W,LLM,660,RPKB,0B3W,CSS,37,WKBR,2B0W,CSS,6,PRBR,1B1W,CSS,2,GKBP,3B0W,CSS,1,YKBP,4B0W,VOI,1,,,,,,,,,,,,,,,,
5,YOOO,True,5,RGBY,0B1W,LLM,976,WBPP,0B0W,CSS,114,KORK,1B0W,CSS,11,OOYO,2B2W,CSS,1,YOOO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
6,BGPK,True,5,RRRR,0B0W,LLM,2401,PBWK,1B2W,CSS,168,BKWG,1B2W,CSS,19,KWWB,0B2W,CSS,4,BGPK,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
7,GWRK,True,6,RGBY,0B2W,LLM,936,YOOR,0B1W,CSS,282,GWYK,3B0W,CSS,8,GPYK,2B0W,CSS,4,GWYG,2B0W,CSS,2,GWRK,4B0W,VOI,1,,,,,,,,,,,,,,,,
8,GYGR,True,3,RGBY,0B3W,LLM,224,GYRP,2B1W,CSS,15,GYGR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,PPRR,True,6,RGBY,0B1W,LLM,976,PWGK,1B0W,CSS,112,PORO,2B0W,CSS,14,PPRP,3B0W,CSS,2,PRRP,2B2W,CSS,1,PPRR,4B0W,VOI,1,,,,,,,,,,,,,,,,
10,RORO,True,6,RGBY,1B0W,LLM,500,OGWP,0B1W,CSS,117,KKBW,0B0W,CSS,20,YYOY,0B1W,CSS,3,RRRO,3B0W,CSS,1,RORO,4B0W,VOI,1,,,,,,,,,,,,,,,,
11,RYPO,True,6,RGBY,1B1W,LLM,660,WRKY,0B2W,CSS,141,RWGP,1B1W,CSS,22,RBWO,2B0W,CSS,3,RPYO,2B2W,CSS,1,RYPO,4B0W,VOI,1,,,,,,,,,,,,,,,,
12,GYKK,True,6,RGBY,0B2W,LLM,936,YPWR,0B1W,CSS,196,BKRB,0B1W,CSS,43,OYKG,2B1W,CSS,3,KYGG,1B2W,CSS,1,GYKK,4B0W,VOI,1,,,,,,,,,,,,,,,,
13,YYKK,True,6,RGBY,0B1W,LLM,976,BOKK,2B0W,CSS,70,GOPK,1B0W,CSS,15,BOWB,0B0W,CSS,4,YKKK,3B0W,CSS,1,YYKK,4B0W,VOI,1,,,,,,,,,,,,,,,,
14,YWPG,True,4,RGBY,0B2W,LLM,936,YBPK,2B0W,CSS,60,GBPW,1B2W,CSS,2,YWPG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
15,RYYG,True,4,RGBY,1B2W,LLM,204,RYYB,3B0W,CSS,12,RRYB,2B0W,CSS,1,RYYG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
16,YGYO,True,5,RGBY,1B1W,LLM,660,KGYP,2B0W,CSS,41,KGRO,2B0W,CSS,10,WGYO,3B0W,CSS,3,YGYO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
